history:WM3423_BJ_LTA_REF/LTA_DISCHRG_PSIG
2019-十月-1 00:00 AM CT  to  2019-十月-16 14:26 PM CT

Timestamp,Trend Flags,Status,Value (psi)
"2019-十月-13 18:30:00 PM CT","{ }","{ok}","173.9 psi"
"2019-十月-13 18:40:00 PM CT","{ }","{ok}","155.9 psi"
"2019-十月-13 18:50:00 PM CT","{ }","{ok}","168.1 psi"
"2019-十月-13 19:00:00 PM CT","{ }","{ok}","146.6 psi"
"2019-十月-13 19:10:00 PM CT","{ }","{ok}","167.1 psi"
"2019-十月-13 19:20:00 PM CT","{ }","{ok}","159.3 psi"
"2019-十月-13 19:30:00 PM CT","{ }","{ok}","167.6 psi"
"2019-十月-13 19:40:00 PM CT","{ }","{ok}","156.9 psi"
"2019-十月-13 19:50:00 PM CT","{ }","{ok}","160.3 psi"
"2019-十月-13 20:00:00 PM CT","{ }","{ok}","153.4 psi"
"2019-十月-13 20:10:00 PM CT","{ }","{ok}","160.8 psi"
"2019-十月-13 20:20:00 PM CT","{ }","{ok}","173.5 psi"
"2019-十月-13 20:30:00 PM CT","{ }","{ok}","173.0 psi"
"2019-十月-13 20:40:00 PM CT","{ }","{ok}","188.1 psi"
"2019-十月-13 20:50:00 PM CT","{ }","{ok}","159.8 psi"
"2019-十月-13 21:00:00 PM CT","{ }","{ok}","157.3 psi"
"2019-十月-13 21:10:00 PM CT","{ }","{ok}","169.5 psi"
"2019-十月-13 21:20:00 PM CT","{ }","{ok}","167.1 psi"
"2019-十月-13 21:30:00 PM CT","{ }","{ok}","162.2 psi"
"2019-十月-13 21:40:00 PM CT","{ }","{ok}","162.7 psi"
"2019-十月-13 21:50:00 PM CT","{ }","{ok}","166.1 psi"
"2019-十月-13 22:00:00 PM CT","{ }","{ok}","175.9 psi"
"2019-十月-13 22:10:00 PM CT","{ }","{ok}","155.9 psi"
"2019-十月-13 22:20:00 PM CT","{ }","{ok}","174.9 psi"
"2019-十月-13 22:30:00 PM CT","{ }","{ok}","147.1 psi"
"2019-十月-13 22:40:00 PM CT","{ }","{ok}","162.2 psi"
"2019-十月-13 22:50:00 PM CT","{ }","{ok}","185.7 psi"
"2019-十月-13 23:00:00 PM CT","{ }","{ok}","161.2 psi"
"2019-十月-13 23:10:00 PM CT","{ }","{ok}","163.7 psi"
"2019-十月-13 23:20:00 PM CT","{ }","{ok}","184.7 psi"
"2019-十月-13 23:30:00 PM CT","{ }","{ok}","174.4 psi"
"2019-十月-13 23:40:00 PM CT","{ }","{ok}","178.8 psi"
"2019-十月-13 23:50:00 PM CT","{ }","{ok}","167.1 psi"
"2019-十月-14 00:00:00 AM CT","{ }","{ok}","156.4 psi"
"2019-十月-14 00:10:00 AM CT","{ }","{ok}","161.2 psi"
"2019-十月-14 00:20:00 AM CT","{ }","{ok}","159.8 psi"
"2019-十月-14 00:30:00 AM CT","{ }","{ok}","151.0 psi"
"2019-十月-14 00:40:00 AM CT","{ }","{ok}","183.2 psi"
"2019-十月-14 00:50:00 AM CT","{ }","{ok}","155.9 psi"
"2019-十月-14 01:00:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-14 01:10:00 AM CT","{ }","{ok}","156.9 psi"
"2019-十月-14 01:20:00 AM CT","{ }","{ok}","190.1 psi"
"2019-十月-14 01:30:00 AM CT","{ }","{ok}","137.3 psi"
"2019-十月-14 01:40:00 AM CT","{ }","{ok}","171.5 psi"
"2019-十月-14 01:50:00 AM CT","{ }","{ok}","172.5 psi"
"2019-十月-14 02:00:00 AM CT","{ }","{ok}","172.0 psi"
"2019-十月-14 02:10:00 AM CT","{ }","{ok}","144.2 psi"
"2019-十月-14 02:20:00 AM CT","{ }","{ok}","165.2 psi"
"2019-十月-14 02:30:00 AM CT","{ }","{ok}","163.7 psi"
"2019-十月-14 02:40:00 AM CT","{ }","{ok}","179.3 psi"
"2019-十月-14 02:50:00 AM CT","{ }","{ok}","141.7 psi"
"2019-十月-14 03:00:00 AM CT","{ }","{ok}","167.1 psi"
"2019-十月-14 03:10:00 AM CT","{ }","{ok}","178.3 psi"
"2019-十月-14 03:20:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-14 03:30:00 AM CT","{ }","{ok}","145.1 psi"
"2019-十月-14 03:40:00 AM CT","{ }","{ok}","168.6 psi"
"2019-十月-14 03:50:00 AM CT","{ }","{ok}","170.5 psi"
"2019-十月-14 04:00:00 AM CT","{ }","{ok}","152.5 psi"
"2019-十月-14 04:10:00 AM CT","{ }","{ok}","147.6 psi"
"2019-十月-14 04:20:00 AM CT","{ }","{ok}","163.2 psi"
"2019-十月-14 04:30:00 AM CT","{ }","{ok}","161.2 psi"
"2019-十月-14 04:40:00 AM CT","{ }","{ok}","136.8 psi"
"2019-十月-14 04:50:00 AM CT","{ }","{ok}","164.2 psi"
"2019-十月-14 05:00:00 AM CT","{ }","{ok}","171.5 psi"
"2019-十月-14 05:10:00 AM CT","{ }","{ok}","153.4 psi"
"2019-十月-14 05:20:00 AM CT","{ }","{ok}","189.1 psi"
"2019-十月-14 05:30:00 AM CT","{ }","{ok}","142.2 psi"
"2019-十月-14 05:40:00 AM CT","{ }","{ok}","166.6 psi"
"2019-十月-14 05:50:00 AM CT","{ }","{ok}","187.6 psi"
"2019-十月-14 06:00:00 AM CT","{ }","{ok}","161.2 psi"
"2019-十月-14 06:10:00 AM CT","{ }","{ok}","161.2 psi"
"2019-十月-14 06:20:00 AM CT","{ }","{ok}","156.4 psi"
"2019-十月-14 06:30:00 AM CT","{ }","{ok}","178.8 psi"
"2019-十月-14 06:40:00 AM CT","{ }","{ok}","147.6 psi"
"2019-十月-14 06:50:00 AM CT","{ }","{ok}","180.8 psi"
"2019-十月-14 07:00:00 AM CT","{ }","{ok}","160.3 psi"
"2019-十月-14 07:10:00 AM CT","{ }","{ok}","147.1 psi"
"2019-十月-14 07:20:00 AM CT","{ }","{ok}","160.8 psi"
"2019-十月-14 07:30:00 AM CT","{ }","{ok}","165.2 psi"
"2019-十月-14 07:40:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-14 07:50:00 AM CT","{ }","{ok}","153.4 psi"
"2019-十月-14 08:00:00 AM CT","{ }","{ok}","158.3 psi"
"2019-十月-14 08:10:00 AM CT","{ }","{ok}","152.9 psi"
"2019-十月-14 08:20:00 AM CT","{ }","{ok}","170.5 psi"
"2019-十月-14 08:30:00 AM CT","{ }","{ok}","147.6 psi"
"2019-十月-14 08:40:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-14 08:50:00 AM CT","{ }","{ok}","159.3 psi"
"2019-十月-14 09:00:00 AM CT","{ }","{ok}","168.1 psi"
"2019-十月-14 09:10:00 AM CT","{ }","{ok}","159.3 psi"
"2019-十月-14 09:20:00 AM CT","{ }","{ok}","154.4 psi"
"2019-十月-14 09:30:00 AM CT","{ }","{ok}","182.7 psi"
"2019-十月-14 09:40:00 AM CT","{ }","{ok}","172.0 psi"
"2019-十月-14 09:50:00 AM CT","{ }","{ok}","162.7 psi"
"2019-十月-14 10:00:00 AM CT","{ }","{ok}","167.6 psi"
"2019-十月-14 10:10:00 AM CT","{ }","{ok}","155.9 psi"
"2019-十月-14 10:20:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-14 10:30:00 AM CT","{ }","{ok}","155.9 psi"
"2019-十月-14 10:40:00 AM CT","{ }","{ok}","160.3 psi"
"2019-十月-14 10:50:00 AM CT","{ }","{ok}","182.7 psi"
"2019-十月-14 11:00:00 AM CT","{ }","{ok}","168.1 psi"
"2019-十月-14 11:10:00 AM CT","{ }","{ok}","174.4 psi"
"2019-十月-14 11:20:00 AM CT","{ }","{ok}","196.9 psi"
"2019-十月-14 11:30:00 AM CT","{ }","{ok}","185.7 psi"
"2019-十月-14 11:40:00 AM CT","{ }","{ok}","186.1 psi"
"2019-十月-14 11:50:00 AM CT","{ }","{ok}","169.1 psi"
"2019-十月-14 12:00:00 PM CT","{ }","{ok}","188.1 psi"
"2019-十月-14 12:10:00 PM CT","{ }","{ok}","168.6 psi"
"2019-十月-14 12:20:00 PM CT","{ }","{ok}","168.6 psi"
"2019-十月-14 12:30:00 PM CT","{ }","{ok}","171.0 psi"
"2019-十月-14 12:40:00 PM CT","{ }","{ok}","166.6 psi"
"2019-十月-14 12:50:00 PM CT","{ }","{ok}","188.6 psi"
"2019-十月-14 13:00:00 PM CT","{ }","{ok}","183.2 psi"
"2019-十月-14 13:10:00 PM CT","{ }","{ok}","191.5 psi"
"2019-十月-14 13:20:00 PM CT","{ }","{ok}","198.8 psi"
"2019-十月-14 13:30:00 PM CT","{ }","{ok}","193.5 psi"
"2019-十月-14 13:40:00 PM CT","{ }","{ok}","187.1 psi"
"2019-十月-14 13:50:00 PM CT","{ }","{ok}","203.7 psi"
"2019-十月-14 14:00:00 PM CT","{ }","{ok}","202.7 psi"
"2019-十月-14 14:10:00 PM CT","{ }","{ok}","203.7 psi"
"2019-十月-14 14:20:00 PM CT","{ }","{ok}","189.6 psi"
"2019-十月-14 14:30:00 PM CT","{ }","{ok}","194.0 psi"
"2019-十月-14 14:40:00 PM CT","{ }","{ok}","205.7 psi"
"2019-十月-14 14:50:00 PM CT","{ }","{ok}","204.7 psi"
"2019-十月-14 15:00:00 PM CT","{ }","{ok}","225.7 psi"
"2019-十月-14 15:10:00 PM CT","{ }","{ok}","209.6 psi"
"2019-十月-14 15:20:00 PM CT","{ }","{ok}","229.6 psi"
"2019-十月-14 15:30:00 PM CT","{ }","{ok}","215.4 psi"
"2019-十月-14 15:40:00 PM CT","{ }","{ok}","204.2 psi"
"2019-十月-14 15:50:00 PM CT","{ }","{ok}","213.5 psi"
"2019-十月-14 16:00:00 PM CT","{ }","{ok}","189.1 psi"
"2019-十月-14 16:10:00 PM CT","{ }","{ok}","197.4 psi"
"2019-十月-14 16:20:00 PM CT","{ }","{ok}","201.8 psi"
"2019-十月-14 16:30:00 PM CT","{ }","{ok}","201.3 psi"
"2019-十月-14 16:40:00 PM CT","{ }","{ok}","195.4 psi"
"2019-十月-14 16:50:00 PM CT","{ }","{ok}","213.0 psi"
"2019-十月-14 17:00:00 PM CT","{ }","{ok}","209.6 psi"
"2019-十月-14 17:10:00 PM CT","{ }","{ok}","198.4 psi"
"2019-十月-14 17:20:00 PM CT","{ }","{ok}","205.2 psi"
"2019-十月-14 17:30:00 PM CT","{ }","{ok}","215.4 psi"
"2019-十月-14 17:40:00 PM CT","{ }","{ok}","199.3 psi"
"2019-十月-14 17:50:00 PM CT","{ }","{ok}","204.7 psi"
"2019-十月-14 18:00:00 PM CT","{ }","{ok}","194.0 psi"
"2019-十月-14 18:10:00 PM CT","{ }","{ok}","198.8 psi"
"2019-十月-14 18:20:00 PM CT","{ }","{ok}","199.3 psi"
"2019-十月-14 18:30:00 PM CT","{ }","{ok}","198.4 psi"
"2019-十月-14 18:40:00 PM CT","{ }","{ok}","187.1 psi"
"2019-十月-14 18:50:00 PM CT","{ }","{ok}","191.5 psi"
"2019-十月-14 19:00:00 PM CT","{ }","{ok}","200.3 psi"
"2019-十月-14 19:10:00 PM CT","{ }","{ok}","189.1 psi"
"2019-十月-14 19:20:00 PM CT","{ }","{ok}","203.2 psi"
"2019-十月-14 19:30:00 PM CT","{ }","{ok}","204.2 psi"
"2019-十月-14 19:40:00 PM CT","{ }","{ok}","195.4 psi"
"2019-十月-14 19:50:00 PM CT","{ }","{ok}","187.6 psi"
"2019-十月-14 20:00:00 PM CT","{ }","{ok}","193.5 psi"
"2019-十月-14 20:10:00 PM CT","{ }","{ok}","186.1 psi"
"2019-十月-14 20:20:00 PM CT","{ }","{ok}","191.0 psi"
"2019-十月-14 20:30:00 PM CT","{ }","{ok}","197.4 psi"
"2019-十月-14 20:40:00 PM CT","{ }","{ok}","197.9 psi"
"2019-十月-14 20:50:00 PM CT","{ }","{ok}","209.1 psi"
"2019-十月-14 21:00:00 PM CT","{ }","{ok}","190.5 psi"
"2019-十月-14 21:10:00 PM CT","{ }","{ok}","182.2 psi"
"2019-十月-14 21:20:00 PM CT","{ }","{ok}","161.7 psi"
"2019-十月-14 21:30:00 PM CT","{ }","{ok}","192.0 psi"
"2019-十月-14 21:40:00 PM CT","{ }","{ok}","185.2 psi"
"2019-十月-14 21:50:00 PM CT","{ }","{ok}","191.0 psi"
"2019-十月-14 22:00:00 PM CT","{ }","{ok}","174.9 psi"
"2019-十月-14 22:10:00 PM CT","{ }","{ok}","168.6 psi"
"2019-十月-14 22:20:00 PM CT","{ }","{ok}","168.6 psi"
"2019-十月-14 22:30:00 PM CT","{ }","{ok}","166.1 psi"
"2019-十月-14 22:40:00 PM CT","{ }","{ok}","157.3 psi"
"2019-十月-14 22:50:00 PM CT","{ }","{ok}","188.6 psi"
"2019-十月-14 23:00:00 PM CT","{ }","{ok}","167.6 psi"
"2019-十月-14 23:10:00 PM CT","{ }","{ok}","172.0 psi"
"2019-十月-14 23:20:00 PM CT","{ }","{ok}","184.7 psi"
"2019-十月-14 23:30:00 PM CT","{ }","{ok}","174.4 psi"
"2019-十月-14 23:40:00 PM CT","{ }","{ok}","183.2 psi"
"2019-十月-14 23:50:00 PM CT","{ }","{ok}","169.1 psi"
"2019-十月-15 00:00:00 AM CT","{ }","{ok}","173.9 psi"
"2019-十月-15 00:10:00 AM CT","{ }","{ok}","161.2 psi"
"2019-十月-15 00:20:00 AM CT","{ }","{ok}","162.2 psi"
"2019-十月-15 00:30:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-15 00:40:00 AM CT","{ }","{ok}","157.3 psi"
"2019-十月-15 00:50:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-15 01:00:00 AM CT","{ }","{ok}","146.6 psi"
"2019-十月-15 01:10:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-15 01:20:00 AM CT","{ }","{ok}","180.8 psi"
"2019-十月-15 01:30:00 AM CT","{ }","{ok}","149.5 psi"
"2019-十月-15 01:40:00 AM CT","{ }","{ok}","156.9 psi"
"2019-十月-15 01:50:00 AM CT","{ }","{ok}","144.6 psi"
"2019-十月-15 02:00:00 AM CT","{ }","{ok}","171.5 psi"
"2019-十月-15 02:10:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-15 02:20:00 AM CT","{ }","{ok}","153.4 psi"
"2019-十月-15 02:30:00 AM CT","{ }","{ok}","152.5 psi"
"2019-十月-15 02:40:00 AM CT","{ }","{ok}","194.0 psi"
"2019-十月-15 02:50:00 AM CT","{ }","{ok}","147.6 psi"
"2019-十月-15 03:00:00 AM CT","{ }","{ok}","169.5 psi"
"2019-十月-15 03:10:00 AM CT","{ }","{ok}","141.7 psi"
"2019-十月-15 03:20:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-15 03:30:00 AM CT","{ }","{ok}","158.3 psi"
"2019-十月-15 03:40:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-15 03:50:00 AM CT","{ }","{ok}","142.2 psi"
"2019-十月-15 04:00:00 AM CT","{ }","{ok}","164.7 psi"
"2019-十月-15 04:10:00 AM CT","{ }","{ok}","149.0 psi"
"2019-十月-15 04:20:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-15 04:30:00 AM CT","{ }","{ok}","155.4 psi"
"2019-十月-15 04:40:00 AM CT","{ }","{ok}","184.7 psi"
"2019-十月-15 04:50:00 AM CT","{ }","{ok}","170.0 psi"
"2019-十月-15 05:00:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-15 05:10:00 AM CT","{ }","{ok}","153.9 psi"
"2019-十月-15 05:20:00 AM CT","{ }","{ok}","167.6 psi"
"2019-十月-15 05:30:00 AM CT","{ }","{ok}","156.9 psi"
"2019-十月-15 05:40:00 AM CT","{ }","{ok}","158.3 psi"
"2019-十月-15 05:50:00 AM CT","{ }","{ok}","147.1 psi"
"2019-十月-15 06:00:00 AM CT","{ }","{ok}","175.9 psi"
"2019-十月-15 06:10:00 AM CT","{ }","{ok}","147.1 psi"
"2019-十月-15 06:20:00 AM CT","{ }","{ok}","172.0 psi"
"2019-十月-15 06:30:00 AM CT","{ }","{ok}","142.7 psi"
"2019-十月-15 06:40:00 AM CT","{ }","{ok}","177.4 psi"
"2019-十月-15 06:50:00 AM CT","{ }","{ok}","152.5 psi"
"2019-十月-15 07:00:00 AM CT","{ }","{ok}","177.8 psi"
"2019-十月-15 07:10:00 AM CT","{ }","{ok}","140.7 psi"
"2019-十月-15 07:20:00 AM CT","{ }","{ok}","170.5 psi"
"2019-十月-15 07:30:00 AM CT","{ }","{ok}","177.8 psi"
"2019-十月-15 07:40:00 AM CT","{ }","{ok}","147.1 psi"
"2019-十月-15 07:50:00 AM CT","{ }","{ok}","176.4 psi"
"2019-十月-15 08:00:00 AM CT","{ }","{ok}","145.1 psi"
"2019-十月-15 08:10:00 AM CT","{ }","{ok}","186.6 psi"
"2019-十月-15 08:20:00 AM CT","{ }","{ok}","144.2 psi"
"2019-十月-15 08:30:00 AM CT","{ }","{ok}","166.6 psi"
"2019-十月-15 08:40:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-15 08:50:00 AM CT","{ }","{ok}","156.9 psi"
"2019-十月-15 09:00:00 AM CT","{ }","{ok}","160.8 psi"
"2019-十月-15 09:10:00 AM CT","{ }","{ok}","158.8 psi"
"2019-十月-15 09:20:00 AM CT","{ }","{ok}","150.5 psi"
"2019-十月-15 09:30:00 AM CT","{ }","{ok}","185.2 psi"
"2019-十月-15 09:40:00 AM CT","{ }","{ok}","158.3 psi"
"2019-十月-15 09:50:00 AM CT","{ }","{ok}","172.5 psi"
"2019-十月-15 10:00:00 AM CT","{ }","{ok}","171.0 psi"
"2019-十月-15 10:10:00 AM CT","{ }","{ok}","158.8 psi"
"2019-十月-15 10:20:00 AM CT","{ }","{ok}","156.4 psi"
"2019-十月-15 10:30:00 AM CT","{ }","{ok}","172.0 psi"
"2019-十月-15 10:40:00 AM CT","{ }","{ok}","190.5 psi"
"2019-十月-15 10:50:00 AM CT","{ }","{ok}","211.5 psi"
"2019-十月-15 11:00:00 AM CT","{ }","{ok}","221.3 psi"
"2019-十月-15 11:10:00 AM CT","{ }","{ok}","213.5 psi"
"2019-十月-15 11:20:00 AM CT","{ }","{ok}","229.1 psi"
"2019-十月-15 11:30:00 AM CT","{ }","{ok}","202.7 psi"
"2019-十月-15 11:40:00 AM CT","{ }","{ok}","211.5 psi"
"2019-十月-15 11:50:00 AM CT","{ }","{ok}","226.2 psi"
"2019-十月-15 12:00:00 PM CT","{ }","{ok}","225.7 psi"
"2019-十月-15 12:10:00 PM CT","{ }","{ok}","209.1 psi"
"2019-十月-15 12:20:00 PM CT","{ }","{ok}","214.5 psi"
"2019-十月-15 12:30:00 PM CT","{ }","{ok}","206.2 psi"
"2019-十月-15 12:40:00 PM CT","{ }","{ok}","209.6 psi"
"2019-十月-15 12:50:00 PM CT","{ }","{ok}","212.5 psi"
"2019-十月-15 13:00:00 PM CT","{ }","{ok}","214.0 psi"
"2019-十月-15 13:10:00 PM CT","{ }","{ok}","210.1 psi"
"2019-十月-15 13:20:00 PM CT","{ }","{ok}","230.6 psi"
"2019-十月-15 13:30:00 PM CT","{ }","{ok}","225.7 psi"
"2019-十月-15 13:40:00 PM CT","{ }","{ok}","212.0 psi"
"2019-十月-15 13:50:00 PM CT","{ }","{ok}","192.5 psi"
"2019-十月-15 14:00:00 PM CT","{ }","{ok}","209.1 psi"
"2019-十月-15 14:10:00 PM CT","{ }","{ok}","189.1 psi"
"2019-十月-15 14:20:00 PM CT","{ }","{ok}","191.5 psi"
"2019-十月-15 14:30:00 PM CT","{ }","{ok}","192.0 psi"
"2019-十月-15 14:40:00 PM CT","{ }","{ok}","237.9 psi"
"2019-十月-15 14:50:00 PM CT","{ }","{ok}","213.0 psi"
"2019-十月-15 15:00:00 PM CT","{ }","{ok}","224.2 psi"
"2019-十月-15 15:10:00 PM CT","{ }","{ok}","218.4 psi"
"2019-十月-15 15:20:00 PM CT","{ }","{ok}","212.0 psi"
"2019-十月-15 15:30:00 PM CT","{ }","{ok}","240.3 psi"
"2019-十月-15 15:40:00 PM CT","{ }","{ok}","209.6 psi"
"2019-十月-15 15:50:00 PM CT","{ }","{ok}","215.9 psi"
"2019-十月-15 16:00:00 PM CT","{ }","{ok}","213.0 psi"
"2019-十月-15 16:10:00 PM CT","{ }","{ok}","188.1 psi"
"2019-十月-15 16:20:00 PM CT","{ }","{ok}","208.6 psi"
"2019-十月-15 16:30:00 PM CT","{ }","{ok}","196.9 psi"
"2019-十月-15 16:40:00 PM CT","{ }","{ok}","199.3 psi"
"2019-十月-15 16:50:00 PM CT","{ }","{ok}","236.4 psi"
"2019-十月-15 17:00:00 PM CT","{ }","{ok}","214.0 psi"
"2019-十月-15 17:10:00 PM CT","{ }","{ok}","215.4 psi"
"2019-十月-15 17:20:00 PM CT","{ }","{ok}","239.4 psi"
"2019-十月-15 17:30:00 PM CT","{ }","{ok}","229.6 psi"
"2019-十月-15 17:40:00 PM CT","{ }","{ok}","192.0 psi"
"2019-十月-15 17:50:00 PM CT","{ }","{ok}","209.1 psi"
"2019-十月-15 18:00:00 PM CT","{ }","{ok}","186.6 psi"
"2019-十月-15 18:10:00 PM CT","{ }","{ok}","181.8 psi"
"2019-十月-15 18:20:00 PM CT","{ }","{ok}","178.8 psi"
"2019-十月-15 18:30:00 PM CT","{ }","{ok}","180.8 psi"
"2019-十月-15 18:40:00 PM CT","{ }","{ok}","177.4 psi"
"2019-十月-15 18:50:00 PM CT","{ }","{ok}","185.7 psi"
"2019-十月-15 19:00:00 PM CT","{ }","{ok}","173.0 psi"
"2019-十月-15 19:10:00 PM CT","{ }","{ok}","176.9 psi"
"2019-十月-15 19:20:00 PM CT","{ }","{ok}","180.3 psi"
"2019-十月-15 19:30:00 PM CT","{ }","{ok}","181.3 psi"
"2019-十月-15 19:40:00 PM CT","{ }","{ok}","178.3 psi"
"2019-十月-15 19:50:00 PM CT","{ }","{ok}","188.1 psi"
"2019-十月-15 20:00:00 PM CT","{ }","{ok}","180.8 psi"
"2019-十月-15 20:10:00 PM CT","{ }","{ok}","173.9 psi"
"2019-十月-15 20:20:00 PM CT","{ }","{ok}","183.2 psi"
"2019-十月-15 20:30:00 PM CT","{ }","{ok}","171.5 psi"
"2019-十月-15 20:40:00 PM CT","{ }","{ok}","196.9 psi"
"2019-十月-15 20:50:00 PM CT","{ }","{ok}","194.9 psi"
"2019-十月-15 21:00:00 PM CT","{ }","{ok}","173.0 psi"
"2019-十月-15 21:10:00 PM CT","{ }","{ok}","168.6 psi"
"2019-十月-15 21:20:00 PM CT","{ }","{ok}","165.6 psi"
"2019-十月-15 21:30:00 PM CT","{ }","{ok}","167.6 psi"
"2019-十月-15 21:40:00 PM CT","{ }","{ok}","166.6 psi"
"2019-十月-15 21:50:00 PM CT","{ }","{ok}","195.9 psi"
"2019-十月-15 22:00:00 PM CT","{ }","{ok}","172.5 psi"
"2019-十月-15 22:10:00 PM CT","{ }","{ok}","170.0 psi"
"2019-十月-15 22:20:00 PM CT","{ }","{ok}","162.7 psi"
"2019-十月-15 22:30:00 PM CT","{ }","{ok}","177.8 psi"
"2019-十月-15 22:40:00 PM CT","{ }","{ok}","176.4 psi"
"2019-十月-15 22:50:00 PM CT","{ }","{ok}","196.9 psi"
"2019-十月-15 23:00:00 PM CT","{ }","{ok}","188.1 psi"
"2019-十月-15 23:10:00 PM CT","{ }","{ok}","177.8 psi"
"2019-十月-15 23:20:00 PM CT","{ }","{ok}","201.8 psi"
"2019-十月-15 23:30:00 PM CT","{ }","{ok}","176.4 psi"
"2019-十月-15 23:40:00 PM CT","{ }","{ok}","186.1 psi"
"2019-十月-15 23:50:00 PM CT","{ }","{ok}","176.4 psi"
"2019-十月-16 00:00:00 AM CT","{ }","{ok}","177.4 psi"
"2019-十月-16 00:10:00 AM CT","{ }","{ok}","160.8 psi"
"2019-十月-16 00:20:00 AM CT","{ }","{ok}","170.0 psi"
"2019-十月-16 00:30:00 AM CT","{ }","{ok}","170.5 psi"
"2019-十月-16 00:40:00 AM CT","{ }","{ok}","152.0 psi"
"2019-十月-16 00:50:00 AM CT","{ }","{ok}","163.2 psi"
"2019-十月-16 01:00:00 AM CT","{ }","{ok}","143.7 psi"
"2019-十月-16 01:10:00 AM CT","{ }","{ok}","176.9 psi"
"2019-十月-16 01:20:00 AM CT","{ }","{ok}","170.5 psi"
"2019-十月-16 01:30:00 AM CT","{ }","{ok}","164.7 psi"
"2019-十月-16 01:40:00 AM CT","{ }","{ok}","162.7 psi"
"2019-十月-16 01:50:00 AM CT","{ }","{ok}","150.5 psi"
"2019-十月-16 02:00:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-16 02:10:00 AM CT","{ }","{ok}","159.3 psi"
"2019-十月-16 02:20:00 AM CT","{ }","{ok}","159.3 psi"
"2019-十月-16 02:30:00 AM CT","{ }","{ok}","155.9 psi"
"2019-十月-16 02:40:00 AM CT","{ }","{ok}","185.2 psi"
"2019-十月-16 02:50:00 AM CT","{ }","{ok}","164.7 psi"
"2019-十月-16 03:00:00 AM CT","{ }","{ok}","151.5 psi"
"2019-十月-16 03:10:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-16 03:20:00 AM CT","{ }","{ok}","162.2 psi"
"2019-十月-16 03:30:00 AM CT","{ }","{ok}","163.7 psi"
"2019-十月-16 03:40:00 AM CT","{ }","{ok}","148.6 psi"
"2019-十月-16 03:50:00 AM CT","{ }","{ok}","163.7 psi"
"2019-十月-16 04:00:00 AM CT","{ }","{ok}","153.9 psi"
"2019-十月-16 04:10:00 AM CT","{ }","{ok}","152.5 psi"
"2019-十月-16 04:20:00 AM CT","{ }","{ok}","173.0 psi"
"2019-十月-16 04:30:00 AM CT","{ }","{ok}","175.4 psi"
"2019-十月-16 04:40:00 AM CT","{ }","{ok}","162.2 psi"
"2019-十月-16 04:50:00 AM CT","{ }","{ok}","179.3 psi"
"2019-十月-16 05:00:00 AM CT","{ }","{ok}","165.6 psi"
"2019-十月-16 05:10:00 AM CT","{ }","{ok}","158.8 psi"
"2019-十月-16 05:20:00 AM CT","{ }","{ok}","164.2 psi"
"2019-十月-16 05:30:00 AM CT","{ }","{ok}","164.7 psi"
"2019-十月-16 05:40:00 AM CT","{ }","{ok}","155.4 psi"
"2019-十月-16 05:50:00 AM CT","{ }","{ok}","165.6 psi"
"2019-十月-16 06:00:00 AM CT","{ }","{ok}","160.3 psi"
"2019-十月-16 06:10:00 AM CT","{ }","{ok}","155.9 psi"
"2019-十月-16 06:20:00 AM CT","{ }","{ok}","157.3 psi"
"2019-十月-16 06:30:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-16 06:40:00 AM CT","{ }","{ok}","157.8 psi"
"2019-十月-16 06:50:00 AM CT","{ }","{ok}","164.7 psi"
"2019-十月-16 07:00:00 AM CT","{ }","{ok}","163.7 psi"
"2019-十月-16 07:10:00 AM CT","{ }","{ok}","165.6 psi"
"2019-十月-16 07:20:00 AM CT","{ }","{ok}","172.5 psi"
"2019-十月-16 07:30:00 AM CT","{ }","{ok}","167.6 psi"
"2019-十月-16 07:40:00 AM CT","{ }","{ok}","154.9 psi"
"2019-十月-16 07:50:00 AM CT","{ }","{ok}","166.6 psi"
"2019-十月-16 08:00:00 AM CT","{ }","{ok}","161.7 psi"
"2019-十月-16 08:10:00 AM CT","{ }","{ok}","152.0 psi"
"2019-十月-16 08:20:00 AM CT","{ }","{ok}","155.4 psi"
"2019-十月-16 08:30:00 AM CT","{ }","{ok}","155.4 psi"
"2019-十月-16 08:40:00 AM CT","{ }","{ok}","193.0 psi"
"2019-十月-16 08:50:00 AM CT","{ }","{ok}","199.3 psi"
