history:WM3423_BJ_LTA_REF/LTA_DISCHRG_PSIG
2019-十月-1 00:00 AM CT  to  2019-十月-16 14:26 PM CT

Timestamp,Trend Flags,Status,Value (psi)
"2019-十月-11 04:00:00 AM CT","{ }","{ok}","214.5 psi"
"2019-十月-11 04:10:00 AM CT","{ }","{ok}","195.4 psi"
"2019-十月-11 04:20:00 AM CT","{ }","{ok}","214.5 psi"
"2019-十月-11 04:30:00 AM CT","{ }","{ok}","203.2 psi"
"2019-十月-11 04:40:00 AM CT","{ }","{ok}","186.6 psi"
"2019-十月-11 04:50:01 AM CT","{ }","{ok}","213.5 psi"
"2019-十月-11 05:00:01 AM CT","{ }","{ok}","189.1 psi"
"2019-十月-11 05:10:00 AM CT","{ }","{ok}","187.6 psi"
"2019-十月-11 05:20:00 AM CT","{ }","{ok}","194.0 psi"
"2019-十月-11 05:30:01 AM CT","{ }","{ok}","197.4 psi"
"2019-十月-11 05:40:00 AM CT","{ }","{ok}","181.3 psi"
"2019-十月-11 05:50:00 AM CT","{ }","{ok}","179.8 psi"
"2019-十月-11 06:00:00 AM CT","{ }","{ok}","207.6 psi"
"2019-十月-11 06:10:00 AM CT","{ }","{ok}","184.7 psi"
"2019-十月-11 06:20:00 AM CT","{ }","{ok}","206.7 psi"
"2019-十月-11 06:30:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-11 06:40:00 AM CT","{ }","{ok}","201.3 psi"
"2019-十月-11 06:50:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-11 07:00:00 AM CT","{ }","{ok}","188.6 psi"
"2019-十月-11 07:10:00 AM CT","{ }","{ok}","201.8 psi"
"2019-十月-11 07:20:00 AM CT","{ }","{ok}","229.1 psi"
"2019-十月-11 07:30:00 AM CT","{ }","{ok}","198.8 psi"
"2019-十月-11 07:40:00 AM CT","{ }","{ok}","241.3 psi"
"2019-十月-11 07:50:00 AM CT","{ }","{ok}","231.1 psi"
"2019-十月-11 08:00:00 AM CT","{ }","{ok}","218.9 psi"
"2019-十月-11 08:10:00 AM CT","{ }","{ok}","224.2 psi"
"2019-十月-11 08:20:00 AM CT","{ }","{ok}","197.4 psi"
"2019-十月-11 08:30:00 AM CT","{ }","{ok}","211.5 psi"
"2019-十月-11 08:40:00 AM CT","{ }","{ok}","233.5 psi"
"2019-十月-11 08:50:00 AM CT","{ }","{ok}","238.4 psi"
"2019-十月-11 09:00:00 AM CT","{ }","{ok}","214.0 psi"
"2019-十月-11 09:10:00 AM CT","{ }","{ok}","236.4 psi"
"2019-十月-11 09:20:00 AM CT","{ }","{ok}","214.0 psi"
"2019-十月-11 09:30:00 AM CT","{ }","{ok}","238.9 psi"
"2019-十月-11 09:40:00 AM CT","{ }","{ok}","238.9 psi"
"2019-十月-11 09:50:00 AM CT","{ }","{ok}","225.7 psi"
"2019-十月-11 10:00:00 AM CT","{ }","{ok}","237.9 psi"
"2019-十月-11 10:10:00 AM CT","{ }","{ok}","211.0 psi"
"2019-十月-11 10:20:00 AM CT","{ }","{ok}","216.4 psi"
"2019-十月-11 10:30:00 AM CT","{ }","{ok}","221.8 psi"
"2019-十月-11 10:40:00 AM CT","{ }","{ok}","222.8 psi"
"2019-十月-11 10:50:00 AM CT","{ }","{ok}","248.2 psi"
"2019-十月-11 11:00:00 AM CT","{ }","{ok}","218.9 psi"
"2019-十月-11 11:10:00 AM CT","{ }","{ok}","227.2 psi"
"2019-十月-11 11:20:00 AM CT","{ }","{ok}","247.2 psi"
"2019-十月-11 11:30:00 AM CT","{ }","{ok}","247.7 psi"
"2019-十月-11 11:40:00 AM CT","{ }","{ok}","245.7 psi"
"2019-十月-11 11:50:00 AM CT","{ }","{ok}","244.7 psi"
"2019-十月-11 12:00:00 PM CT","{ }","{ok}","235.5 psi"
"2019-十月-11 12:10:00 PM CT","{ }","{ok}","228.6 psi"
"2019-十月-11 12:20:00 PM CT","{ }","{ok}","233.0 psi"
"2019-十月-11 12:30:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-11 12:40:00 PM CT","{ }","{ok}","236.4 psi"
"2019-十月-11 12:50:00 PM CT","{ }","{ok}","228.1 psi"
"2019-十月-11 13:00:00 PM CT","{ }","{ok}","234.5 psi"
"2019-十月-11 13:10:00 PM CT","{ }","{ok}","230.6 psi"
"2019-十月-11 13:20:00 PM CT","{ }","{ok}","249.1 psi"
"2019-十月-11 13:30:00 PM CT","{ }","{ok}","246.7 psi"
"2019-十月-11 13:40:00 PM CT","{ }","{ok}","212.5 psi"
"2019-十月-11 13:50:00 PM CT","{ }","{ok}","225.7 psi"
"2019-十月-11 14:00:00 PM CT","{ }","{ok}","200.8 psi"
"2019-十月-11 14:10:00 PM CT","{ }","{ok}","203.7 psi"
"2019-十月-11 14:20:00 PM CT","{ }","{ok}","211.5 psi"
"2019-十月-11 14:30:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-11 14:40:00 PM CT","{ }","{ok}","230.6 psi"
"2019-十月-11 14:50:00 PM CT","{ }","{ok}","207.1 psi"
"2019-十月-11 15:00:00 PM CT","{ }","{ok}","214.0 psi"
"2019-十月-11 15:10:00 PM CT","{ }","{ok}","201.8 psi"
"2019-十月-11 15:20:00 PM CT","{ }","{ok}","200.3 psi"
"2019-十月-11 15:30:00 PM CT","{ }","{ok}","204.7 psi"
"2019-十月-11 15:40:00 PM CT","{ }","{ok}","203.7 psi"
"2019-十月-11 15:50:00 PM CT","{ }","{ok}","199.8 psi"
"2019-十月-11 16:00:00 PM CT","{ }","{ok}","203.2 psi"
"2019-十月-11 16:10:00 PM CT","{ }","{ok}","184.7 psi"
"2019-十月-11 16:20:00 PM CT","{ }","{ok}","215.4 psi"
"2019-十月-11 16:30:00 PM CT","{ }","{ok}","201.8 psi"
"2019-十月-11 16:40:00 PM CT","{ }","{ok}","231.1 psi"
"2019-十月-11 16:50:00 PM CT","{ }","{ok}","229.6 psi"
"2019-十月-11 17:00:00 PM CT","{ }","{ok}","226.2 psi"
"2019-十月-11 17:10:00 PM CT","{ }","{ok}","230.6 psi"
"2019-十月-11 17:20:00 PM CT","{ }","{ok}","236.9 psi"
"2019-十月-11 17:30:00 PM CT","{ }","{ok}","233.5 psi"
"2019-十月-11 17:40:00 PM CT","{ }","{ok}","229.6 psi"
"2019-十月-11 17:50:00 PM CT","{ }","{ok}","221.8 psi"
"2019-十月-11 18:00:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-11 18:10:00 PM CT","{ }","{ok}","203.2 psi"
"2019-十月-11 18:20:00 PM CT","{ }","{ok}","221.8 psi"
"2019-十月-11 18:30:00 PM CT","{ }","{ok}","219.3 psi"
"2019-十月-11 18:40:00 PM CT","{ }","{ok}","215.0 psi"
"2019-十月-11 18:50:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-11 19:00:00 PM CT","{ }","{ok}","194.0 psi"
"2019-十月-11 19:10:00 PM CT","{ }","{ok}","219.8 psi"
"2019-十月-11 19:20:00 PM CT","{ }","{ok}","220.8 psi"
"2019-十月-11 19:30:00 PM CT","{ }","{ok}","207.6 psi"
"2019-十月-11 19:40:00 PM CT","{ }","{ok}","216.4 psi"
"2019-十月-11 19:50:00 PM CT","{ }","{ok}","212.0 psi"
"2019-十月-11 20:00:00 PM CT","{ }","{ok}","211.5 psi"
"2019-十月-11 20:10:00 PM CT","{ }","{ok}","206.7 psi"
"2019-十月-11 20:20:00 PM CT","{ }","{ok}","209.6 psi"
"2019-十月-11 20:30:00 PM CT","{ }","{ok}","200.3 psi"
"2019-十月-11 20:40:00 PM CT","{ }","{ok}","218.9 psi"
"2019-十月-11 20:50:00 PM CT","{ }","{ok}","225.2 psi"
"2019-十月-11 21:00:00 PM CT","{ }","{ok}","203.2 psi"
"2019-十月-11 21:10:00 PM CT","{ }","{ok}","219.8 psi"
"2019-十月-11 21:20:00 PM CT","{ }","{ok}","206.2 psi"
"2019-十月-11 21:30:00 PM CT","{ }","{ok}","221.8 psi"
"2019-十月-11 21:40:00 PM CT","{ }","{ok}","213.5 psi"
"2019-十月-11 21:50:00 PM CT","{ }","{ok}","221.3 psi"
"2019-十月-11 22:00:00 PM CT","{ }","{ok}","215.0 psi"
"2019-十月-11 22:10:00 PM CT","{ }","{ok}","215.9 psi"
"2019-十月-11 22:20:00 PM CT","{ }","{ok}","210.6 psi"
"2019-十月-11 22:30:00 PM CT","{ }","{ok}","206.7 psi"
"2019-十月-11 22:40:00 PM CT","{ }","{ok}","212.0 psi"
"2019-十月-11 22:50:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-11 23:00:00 PM CT","{ }","{ok}","216.9 psi"
"2019-十月-11 23:10:00 PM CT","{ }","{ok}","194.9 psi"
"2019-十月-11 23:20:00 PM CT","{ }","{ok}","217.9 psi"
"2019-十月-11 23:30:00 PM CT","{ }","{ok}","194.4 psi"
"2019-十月-11 23:40:00 PM CT","{ }","{ok}","195.9 psi"
"2019-十月-11 23:50:00 PM CT","{ }","{ok}","199.3 psi"
"2019-十月-12 00:00:00 AM CT","{ }","{ok}","197.4 psi"
"2019-十月-12 00:10:00 AM CT","{ }","{ok}","194.0 psi"
"2019-十月-12 00:20:00 AM CT","{ }","{ok}","192.0 psi"
"2019-十月-12 00:30:00 AM CT","{ }","{ok}","191.5 psi"
"2019-十月-12 00:40:00 AM CT","{ }","{ok}","190.1 psi"
"2019-十月-12 00:50:00 AM CT","{ }","{ok}","194.0 psi"
"2019-十月-12 01:00:00 AM CT","{ }","{ok}","192.5 psi"
"2019-十月-12 01:10:00 AM CT","{ }","{ok}","192.0 psi"
"2019-十月-12 01:20:00 AM CT","{ }","{ok}","189.1 psi"
"2019-十月-12 01:30:00 AM CT","{ }","{ok}","196.4 psi"
"2019-十月-12 01:40:00 AM CT","{ }","{ok}","192.0 psi"
"2019-十月-12 01:50:00 AM CT","{ }","{ok}","196.4 psi"
"2019-十月-12 02:00:00 AM CT","{ }","{ok}","189.1 psi"
"2019-十月-12 02:10:00 AM CT","{ }","{ok}","173.5 psi"
"2019-十月-12 02:20:00 AM CT","{ }","{ok}","177.4 psi"
"2019-十月-12 02:30:00 AM CT","{ }","{ok}","175.9 psi"
"2019-十月-12 02:40:00 AM CT","{ }","{ok}","205.2 psi"
"2019-十月-12 02:50:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-12 03:00:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-12 03:10:00 AM CT","{ }","{ok}","189.1 psi"
"2019-十月-12 03:20:00 AM CT","{ }","{ok}","183.2 psi"
"2019-十月-12 03:30:00 AM CT","{ }","{ok}","199.8 psi"
"2019-十月-12 03:40:00 AM CT","{ }","{ok}","208.1 psi"
"2019-十月-12 03:50:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-12 04:00:00 AM CT","{ }","{ok}","189.1 psi"
"2019-十月-12 04:10:00 AM CT","{ }","{ok}","178.3 psi"
"2019-十月-12 04:20:00 AM CT","{ }","{ok}","175.9 psi"
"2019-十月-12 04:30:00 AM CT","{ }","{ok}","184.2 psi"
"2019-十月-12 04:40:00 AM CT","{ }","{ok}","178.8 psi"
"2019-十月-12 04:50:00 AM CT","{ }","{ok}","198.4 psi"
"2019-十月-12 05:00:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-12 05:10:00 AM CT","{ }","{ok}","187.6 psi"
"2019-十月-12 05:20:00 AM CT","{ }","{ok}","204.2 psi"
"2019-十月-12 05:30:00 AM CT","{ }","{ok}","183.2 psi"
"2019-十月-12 05:40:00 AM CT","{ }","{ok}","186.1 psi"
"2019-十月-12 05:50:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-12 06:00:00 AM CT","{ }","{ok}","198.4 psi"
"2019-十月-12 06:10:00 AM CT","{ }","{ok}","181.3 psi"
"2019-十月-12 06:20:00 AM CT","{ }","{ok}","175.9 psi"
"2019-十月-12 06:30:00 AM CT","{ }","{ok}","190.5 psi"
"2019-十月-12 06:40:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-12 06:50:00 AM CT","{ }","{ok}","193.0 psi"
"2019-十月-12 07:00:00 AM CT","{ }","{ok}","177.8 psi"
"2019-十月-12 07:10:00 AM CT","{ }","{ok}","187.6 psi"
"2019-十月-12 07:20:00 AM CT","{ }","{ok}","201.8 psi"
"2019-十月-12 07:30:00 AM CT","{ }","{ok}","202.3 psi"
"2019-十月-12 07:40:01 AM CT","{ }","{ok}","185.2 psi"
"2019-十月-12 07:50:00 AM CT","{ }","{ok}","188.6 psi"
"2019-十月-12 08:00:00 AM CT","{ }","{ok}","193.0 psi"
"2019-十月-12 08:10:00 AM CT","{ }","{ok}","174.9 psi"
"2019-十月-12 08:20:00 AM CT","{ }","{ok}","182.7 psi"
"2019-十月-12 08:30:00 AM CT","{ }","{ok}","174.9 psi"
"2019-十月-12 08:40:00 AM CT","{ }","{ok}","208.1 psi"
"2019-十月-12 08:50:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-12 09:00:00 AM CT","{ }","{ok}","206.7 psi"
"2019-十月-12 09:10:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-12 09:20:00 AM CT","{ }","{ok}","208.6 psi"
"2019-十月-12 09:30:00 AM CT","{ }","{ok}","209.1 psi"
"2019-十月-12 09:40:00 AM CT","{ }","{ok}","209.6 psi"
"2019-十月-12 09:50:00 AM CT","{ }","{ok}","209.6 psi"
"2019-十月-12 10:00:00 AM CT","{ }","{ok}","197.4 psi"
"2019-十月-12 10:10:00 AM CT","{ }","{ok}","204.7 psi"
"2019-十月-12 10:20:00 AM CT","{ }","{ok}","184.7 psi"
"2019-十月-12 10:30:00 AM CT","{ }","{ok}","203.2 psi"
"2019-十月-12 10:40:00 AM CT","{ }","{ok}","191.5 psi"
"2019-十月-12 10:50:00 AM CT","{ }","{ok}","217.9 psi"
"2019-十月-12 11:00:00 AM CT","{ }","{ok}","209.6 psi"
"2019-十月-12 11:10:00 AM CT","{ }","{ok}","197.4 psi"
"2019-十月-12 11:20:00 AM CT","{ }","{ok}","222.8 psi"
"2019-十月-12 11:30:00 AM CT","{ }","{ok}","209.1 psi"
"2019-十月-12 11:40:00 AM CT","{ }","{ok}","211.0 psi"
"2019-十月-12 11:50:00 AM CT","{ }","{ok}","200.8 psi"
"2019-十月-12 12:00:00 PM CT","{ }","{ok}","210.1 psi"
"2019-十月-12 12:10:00 PM CT","{ }","{ok}","199.8 psi"
"2019-十月-12 12:20:00 PM CT","{ }","{ok}","215.0 psi"
"2019-十月-12 12:30:00 PM CT","{ }","{ok}","196.9 psi"
"2019-十月-12 12:40:00 PM CT","{ }","{ok}","239.4 psi"
"2019-十月-12 12:50:00 PM CT","{ }","{ok}","220.3 psi"
"2019-十月-12 13:00:00 PM CT","{ }","{ok}","220.3 psi"
"2019-十月-12 13:10:00 PM CT","{ }","{ok}","218.9 psi"
"2019-十月-12 13:20:00 PM CT","{ }","{ok}","241.8 psi"
"2019-十月-12 13:30:00 PM CT","{ }","{ok}","235.5 psi"
"2019-十月-12 13:40:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-12 13:50:00 PM CT","{ }","{ok}","241.8 psi"
"2019-十月-12 14:00:00 PM CT","{ }","{ok}","224.2 psi"
"2019-十月-12 14:10:00 PM CT","{ }","{ok}","221.3 psi"
"2019-十月-12 14:20:00 PM CT","{ }","{ok}","224.7 psi"
"2019-十月-12 14:30:00 PM CT","{ }","{ok}","214.5 psi"
"2019-十月-12 14:40:00 PM CT","{ }","{ok}","245.7 psi"
"2019-十月-12 14:50:00 PM CT","{ }","{ok}","240.3 psi"
"2019-十月-12 15:00:00 PM CT","{ }","{ok}","234.0 psi"
"2019-十月-12 15:10:00 PM CT","{ }","{ok}","226.7 psi"
"2019-十月-12 15:20:00 PM CT","{ }","{ok}","228.1 psi"
"2019-十月-12 15:30:00 PM CT","{ }","{ok}","240.3 psi"
"2019-十月-12 15:40:00 PM CT","{ }","{ok}","226.7 psi"
"2019-十月-12 15:50:00 PM CT","{ }","{ok}","227.6 psi"
"2019-十月-12 16:00:00 PM CT","{ }","{ok}","226.7 psi"
"2019-十月-12 16:10:00 PM CT","{ }","{ok}","221.3 psi"
"2019-十月-12 16:20:00 PM CT","{ }","{ok}","219.3 psi"
"2019-十月-12 16:30:00 PM CT","{ }","{ok}","219.3 psi"
"2019-十月-12 16:40:00 PM CT","{ }","{ok}","215.0 psi"
"2019-十月-12 16:50:00 PM CT","{ }","{ok}","235.5 psi"
"2019-十月-12 17:00:00 PM CT","{ }","{ok}","230.6 psi"
"2019-十月-12 17:10:00 PM CT","{ }","{ok}","217.9 psi"
"2019-十月-12 17:20:00 PM CT","{ }","{ok}","249.1 psi"
"2019-十月-12 17:30:00 PM CT","{ }","{ok}","237.4 psi"
"2019-十月-12 17:40:00 PM CT","{ }","{ok}","225.2 psi"
"2019-十月-12 17:50:00 PM CT","{ }","{ok}","227.2 psi"
"2019-十月-12 18:00:00 PM CT","{ }","{ok}","219.8 psi"
"2019-十月-12 18:10:00 PM CT","{ }","{ok}","221.3 psi"
"2019-十月-12 18:20:00 PM CT","{ }","{ok}","223.7 psi"
"2019-十月-12 18:30:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-12 18:40:00 PM CT","{ }","{ok}","223.3 psi"
"2019-十月-12 18:50:01 PM CT","{ }","{ok}","231.1 psi"
"2019-十月-12 19:00:00 PM CT","{ }","{ok}","229.1 psi"
"2019-十月-12 19:10:00 PM CT","{ }","{ok}","225.7 psi"
"2019-十月-12 19:20:00 PM CT","{ }","{ok}","240.8 psi"
"2019-十月-12 19:30:00 PM CT","{ }","{ok}","198.8 psi"
"2019-十月-12 19:40:00 PM CT","{ }","{ok}","221.3 psi"
"2019-十月-12 19:50:00 PM CT","{ }","{ok}","204.2 psi"
"2019-十月-12 20:00:00 PM CT","{ }","{ok}","219.8 psi"
"2019-十月-12 20:10:00 PM CT","{ }","{ok}","194.0 psi"
"2019-十月-12 20:20:00 PM CT","{ }","{ok}","214.5 psi"
"2019-十月-12 20:30:00 PM CT","{ }","{ok}","194.0 psi"
"2019-十月-12 20:40:00 PM CT","{ }","{ok}","220.3 psi"
"2019-十月-12 20:50:00 PM CT","{ }","{ok}","208.1 psi"
"2019-十月-12 21:00:00 PM CT","{ }","{ok}","214.0 psi"
"2019-十月-12 21:10:00 PM CT","{ }","{ok}","195.4 psi"
"2019-十月-12 21:20:00 PM CT","{ }","{ok}","195.9 psi"
"2019-十月-12 21:30:00 PM CT","{ }","{ok}","193.0 psi"
"2019-十月-12 21:40:00 PM CT","{ }","{ok}","193.5 psi"
"2019-十月-12 21:50:01 PM CT","{ }","{ok}","215.0 psi"
"2019-十月-12 22:00:00 PM CT","{ }","{ok}","197.4 psi"
"2019-十月-12 22:10:00 PM CT","{ }","{ok}","194.4 psi"
"2019-十月-12 22:20:00 PM CT","{ }","{ok}","190.5 psi"
"2019-十月-12 22:30:00 PM CT","{ }","{ok}","208.6 psi"
"2019-十月-12 22:40:00 PM CT","{ }","{ok}","189.6 psi"
"2019-十月-12 22:50:00 PM CT","{ }","{ok}","213.5 psi"
"2019-十月-12 23:00:00 PM CT","{ }","{ok}","215.9 psi"
"2019-十月-12 23:10:00 PM CT","{ }","{ok}","213.5 psi"
"2019-十月-12 23:20:00 PM CT","{ }","{ok}","218.4 psi"
"2019-十月-12 23:30:00 PM CT","{ }","{ok}","224.2 psi"
"2019-十月-12 23:40:00 PM CT","{ }","{ok}","194.0 psi"
"2019-十月-12 23:50:00 PM CT","{ }","{ok}","205.7 psi"
"2019-十月-13 00:00:00 AM CT","{ }","{ok}","188.6 psi"
"2019-十月-13 00:10:00 AM CT","{ }","{ok}","190.5 psi"
"2019-十月-13 00:20:00 AM CT","{ }","{ok}","178.8 psi"
"2019-十月-13 00:30:00 AM CT","{ }","{ok}","181.8 psi"
"2019-十月-13 00:40:00 AM CT","{ }","{ok}","185.2 psi"
"2019-十月-13 00:50:01 AM CT","{ }","{ok}","190.5 psi"
"2019-十月-13 01:00:00 AM CT","{ }","{ok}","173.5 psi"
"2019-十月-13 01:10:00 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-13 01:20:00 AM CT","{ }","{ok}","189.6 psi"
"2019-十月-13 01:30:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-13 01:40:00 AM CT","{ }","{ok}","186.6 psi"
"2019-十月-13 01:50:00 AM CT","{ }","{ok}","178.3 psi"
"2019-十月-13 02:00:00 AM CT","{ }","{ok}","185.2 psi"
"2019-十月-13 02:10:00 AM CT","{ }","{ok}","180.8 psi"
"2019-十月-13 02:20:00 AM CT","{ }","{ok}","172.5 psi"
"2019-十月-13 02:30:00 AM CT","{ }","{ok}","174.4 psi"
"2019-十月-13 02:40:00 AM CT","{ }","{ok}","189.6 psi"
"2019-十月-13 02:50:00 AM CT","{ }","{ok}","185.7 psi"
"2019-十月-13 03:00:00 AM CT","{ }","{ok}","187.1 psi"
"2019-十月-13 03:10:00 AM CT","{ }","{ok}","184.7 psi"
"2019-十月-13 03:20:00 AM CT","{ }","{ok}","171.5 psi"
"2019-十月-13 03:30:00 AM CT","{ }","{ok}","190.5 psi"
"2019-十月-13 03:40:00 AM CT","{ }","{ok}","169.5 psi"
"2019-十月-13 03:50:01 AM CT","{ }","{ok}","188.1 psi"
"2019-十月-13 04:00:00 AM CT","{ }","{ok}","167.6 psi"
"2019-十月-13 04:10:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-13 04:20:00 AM CT","{ }","{ok}","165.2 psi"
"2019-十月-13 04:30:00 AM CT","{ }","{ok}","173.5 psi"
"2019-十月-13 04:40:00 AM CT","{ }","{ok}","174.9 psi"
"2019-十月-13 04:50:00 AM CT","{ }","{ok}","194.9 psi"
"2019-十月-13 05:00:00 AM CT","{ }","{ok}","169.1 psi"
"2019-十月-13 05:10:00 AM CT","{ }","{ok}","179.8 psi"
"2019-十月-13 05:20:00 AM CT","{ }","{ok}","194.9 psi"
"2019-十月-13 05:30:00 AM CT","{ }","{ok}","182.7 psi"
"2019-十月-13 05:40:00 AM CT","{ }","{ok}","184.2 psi"
"2019-十月-13 05:50:00 AM CT","{ }","{ok}","178.8 psi"
"2019-十月-13 06:00:00 AM CT","{ }","{ok}","179.8 psi"
"2019-十月-13 06:10:00 AM CT","{ }","{ok}","195.4 psi"
"2019-十月-13 06:20:00 AM CT","{ }","{ok}","193.5 psi"
"2019-十月-13 06:30:00 AM CT","{ }","{ok}","183.2 psi"
"2019-十月-13 06:40:00 AM CT","{ }","{ok}","206.7 psi"
"2019-十月-13 06:50:00 AM CT","{ }","{ok}","223.7 psi"
"2019-十月-13 07:00:00 AM CT","{ }","{ok}","201.8 psi"
"2019-十月-13 07:10:00 AM CT","{ }","{ok}","228.1 psi"
"2019-十月-13 07:20:00 AM CT","{ }","{ok}","219.8 psi"
"2019-十月-13 07:30:00 AM CT","{ }","{ok}","214.0 psi"
"2019-十月-13 07:40:00 AM CT","{ }","{ok}","218.9 psi"
"2019-十月-13 07:50:00 AM CT","{ }","{ok}","211.5 psi"
"2019-十月-13 08:00:00 AM CT","{ }","{ok}","218.4 psi"
"2019-十月-13 08:10:00 AM CT","{ }","{ok}","188.6 psi"
"2019-十月-13 08:20:00 AM CT","{ }","{ok}","203.2 psi"
"2019-十月-13 08:30:00 AM CT","{ }","{ok}","206.2 psi"
"2019-十月-13 08:40:00 AM CT","{ }","{ok}","205.7 psi"
"2019-十月-13 08:50:00 AM CT","{ }","{ok}","195.9 psi"
"2019-十月-13 09:00:00 AM CT","{ }","{ok}","195.4 psi"
"2019-十月-13 09:10:00 AM CT","{ }","{ok}","185.7 psi"
"2019-十月-13 09:20:00 AM CT","{ }","{ok}","185.7 psi"
"2019-十月-13 09:30:00 AM CT","{ }","{ok}","203.7 psi"
"2019-十月-13 09:40:00 AM CT","{ }","{ok}","187.1 psi"
"2019-十月-13 09:50:00 AM CT","{ }","{ok}","194.0 psi"
"2019-十月-13 10:00:00 AM CT","{ }","{ok}","177.4 psi"
"2019-十月-13 10:10:00 AM CT","{ }","{ok}","169.1 psi"
"2019-十月-13 10:20:00 AM CT","{ }","{ok}","160.8 psi"
"2019-十月-13 10:30:00 AM CT","{ }","{ok}","178.3 psi"
"2019-十月-13 10:40:00 AM CT","{ }","{ok}","170.0 psi"
"2019-十月-13 10:50:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-13 11:00:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-13 11:10:00 AM CT","{ }","{ok}","175.9 psi"
"2019-十月-13 11:20:00 AM CT","{ }","{ok}","190.5 psi"
"2019-十月-13 11:30:00 AM CT","{ }","{ok}","191.0 psi"
"2019-十月-13 11:40:00 AM CT","{ }","{ok}","180.3 psi"
"2019-十月-13 11:50:00 AM CT","{ }","{ok}","167.1 psi"
"2019-十月-13 12:00:00 PM CT","{ }","{ok}","189.6 psi"
"2019-十月-13 12:10:00 PM CT","{ }","{ok}","168.1 psi"
"2019-十月-13 12:20:00 PM CT","{ }","{ok}","168.6 psi"
"2019-十月-13 12:30:00 PM CT","{ }","{ok}","171.0 psi"
"2019-十月-13 12:40:00 PM CT","{ }","{ok}","172.0 psi"
"2019-十月-13 12:50:00 PM CT","{ }","{ok}","172.0 psi"
"2019-十月-13 13:00:00 PM CT","{ }","{ok}","178.8 psi"
"2019-十月-13 13:10:00 PM CT","{ }","{ok}","164.2 psi"
"2019-十月-13 13:20:00 PM CT","{ }","{ok}","189.6 psi"
"2019-十月-13 13:30:00 PM CT","{ }","{ok}","178.8 psi"
"2019-十月-13 13:40:00 PM CT","{ }","{ok}","177.8 psi"
"2019-十月-13 13:50:00 PM CT","{ }","{ok}","162.7 psi"
"2019-十月-13 14:00:00 PM CT","{ }","{ok}","180.3 psi"
"2019-十月-13 14:10:00 PM CT","{ }","{ok}","167.6 psi"
"2019-十月-13 14:20:00 PM CT","{ }","{ok}","166.6 psi"
"2019-十月-13 14:30:00 PM CT","{ }","{ok}","164.2 psi"
"2019-十月-13 14:40:00 PM CT","{ }","{ok}","179.8 psi"
"2019-十月-13 14:50:00 PM CT","{ }","{ok}","176.4 psi"
"2019-十月-13 15:00:00 PM CT","{ }","{ok}","186.6 psi"
"2019-十月-13 15:10:00 PM CT","{ }","{ok}","187.6 psi"
"2019-十月-13 15:20:00 PM CT","{ }","{ok}","195.9 psi"
"2019-十月-13 15:30:00 PM CT","{ }","{ok}","216.9 psi"
"2019-十月-13 15:40:00 PM CT","{ }","{ok}","193.5 psi"
"2019-十月-13 15:50:00 PM CT","{ }","{ok}","184.7 psi"
"2019-十月-13 16:00:00 PM CT","{ }","{ok}","185.2 psi"
"2019-十月-13 16:10:00 PM CT","{ }","{ok}","177.4 psi"
"2019-十月-13 16:20:00 PM CT","{ }","{ok}","169.5 psi"
"2019-十月-13 16:30:00 PM CT","{ }","{ok}","189.1 psi"
"2019-十月-13 16:40:00 PM CT","{ }","{ok}","174.9 psi"
"2019-十月-13 16:50:00 PM CT","{ }","{ok}","195.4 psi"
"2019-十月-13 17:00:00 PM CT","{ }","{ok}","195.9 psi"
"2019-十月-13 17:10:00 PM CT","{ }","{ok}","186.1 psi"
"2019-十月-13 17:20:00 PM CT","{ }","{ok}","196.4 psi"
"2019-十月-13 17:30:00 PM CT","{ }","{ok}","210.6 psi"
"2019-十月-13 17:40:00 PM CT","{ }","{ok}","189.1 psi"
"2019-十月-13 17:50:00 PM CT","{ }","{ok}","195.9 psi"
"2019-十月-13 18:00:00 PM CT","{ }","{ok}","192.5 psi"
"2019-十月-13 18:10:00 PM CT","{ }","{ok}","172.0 psi"
"2019-十月-13 18:20:00 PM CT","{ }","{ok}","171.5 psi"
