Timestamp,B TEMP_Value (°F),Predict,Lower,Upper
2019-10-10 14:40:00,8.5,,,
2019-10-10 14:50:00,-3.0,,,
2019-10-10 15:00:00,-8.5,,,
2019-10-10 15:10:00,-8.0,,,
2019-10-10 15:20:00,-13.5,,,
2019-10-10 15:30:00,-11.0,,,
2019-10-10 15:40:00,-11.0,,,
2019-10-10 15:50:00,-11.5,,,
2019-10-10 16:00:00,-13.5,,,
2019-10-10 16:10:00,-16.5,,,
2019-10-10 16:20:00,-12.5,,,
2019-10-10 16:30:00,-13.0,,,
2019-10-10 16:40:00,-12.5,,,
2019-10-10 16:50:00,-10.0,,,
2019-10-10 17:00:00,-15.0,,,
2019-10-10 17:10:00,-11.5,,,
2019-10-10 17:20:00,-11.0,,,
2019-10-10 17:30:00,-14.0,,,
2019-10-10 17:40:00,-12.5,,,
2019-10-10 17:50:00,-12.5,,,
2019-10-10 18:00:00,-11.5,,,
2019-10-10 18:10:00,-12.5,,,
2019-10-10 18:20:00,-14.5,,,
2019-10-10 18:30:00,-11.0,,,
2019-10-10 18:40:00,-13.5,,,
2019-10-10 18:50:00,-10.5,,,
2019-10-10 19:00:00,-15.0,,,
2019-10-10 19:10:00,-10.5,,,
2019-10-10 19:20:00,-10.5,,,
2019-10-10 19:30:00,-14.5,,,
2019-10-10 19:40:00,-6.5,,,
2019-10-10 19:50:00,-11.5,,,
2019-10-10 20:00:00,-14.0,,,
2019-10-10 20:10:00,22.0,,,
2019-10-10 20:20:00,43.5,,,
2019-10-10 20:30:00,57.0,,,
2019-10-10 20:40:00,10.5,,,
2019-10-10 20:50:00,-3.0,,,
2019-10-10 21:00:00,-6.5,,,
2019-10-10 21:10:00,-9.5,,,
2019-10-10 21:20:00,-9.5,,,
2019-10-10 21:30:00,-8.5,,,
2019-10-10 21:40:00,-12.0,,,
2019-10-10 21:50:00,-12.0,,,
2019-10-10 22:00:00,-11.0,,,
2019-10-10 22:10:00,-14.5,,,
2019-10-10 22:20:00,-10.5,,,
2019-10-10 22:30:00,-12.0,,,
2019-10-10 22:40:00,-15.0,,,
2019-10-10 22:50:00,-11.0,,,
2019-10-10 23:00:00,-14.0,,,
2019-10-10 23:10:00,-12.5,,,
2019-10-10 23:20:00,-11.5,,,
2019-10-10 23:30:00,-12.5,,,
2019-10-10 23:40:00,-12.0,,,
2019-10-10 23:50:00,-12.5,,,
2019-10-11 00:00:00,-12.5,,,
2019-10-11 00:10:00,-13.5,,,
2019-10-11 00:20:00,-11.5,,,
2019-10-11 00:30:00,-13.5,,,
2019-10-11 00:40:00,-13.0,,,
2019-10-11 00:50:00,-13.0,,,
2019-10-11 01:00:00,-15.0,,,
2019-10-11 01:10:00,-12.5,,,
2019-10-11 01:20:00,-12.0,,,
2019-10-11 01:30:00,-12.0,,,
2019-10-11 01:40:00,-12.0,,,
2019-10-11 01:50:00,-14.0,,,
2019-10-11 02:00:00,-13.5,,,
2019-10-11 02:10:00,23.0,,,
2019-10-11 02:20:00,45.0,,,
2019-10-11 02:30:00,58.0,,,
2019-10-11 02:40:00,13.0,,,
2019-10-11 02:50:00,-5.0,,,
2019-10-11 03:00:00,-4.5,,,
2019-10-11 03:10:00,-8.0,,,
2019-10-11 03:20:00,-12.5,,,
2019-10-11 03:30:00,-9.5,,,
2019-10-11 03:40:00,-13.0,,,
2019-10-11 03:50:00,-11.0,,,
2019-10-11 04:00:00,-12.5,,,
2019-10-11 04:10:00,-11.0,,,
2019-10-11 04:20:00,-12.0,,,
2019-10-11 04:30:00,-15.0,,,
2019-10-11 04:40:00,-16.5,,,
2019-10-11 04:50:01,-9.0,,,
2019-10-11 05:00:01,-16.0,,,
2019-10-11 05:10:00,-13.0,,,
2019-10-11 05:20:00,-11.0,,,
2019-10-11 05:30:01,-13.0,,,
2019-10-11 05:40:00,-12.0,,,
2019-10-11 05:50:00,-16.5,,,
2019-10-11 06:00:00,-13.0,,,
2019-10-11 06:10:00,-6.0,,,
2019-10-11 06:20:00,-14.0,,,
2019-10-11 06:30:00,-6.0,,,
2019-10-11 06:40:00,-13.0,,,
2019-10-11 06:50:00,-16.0,,,
2019-10-11 07:00:00,-13.5,,,
2019-10-11 07:10:00,-16.5,,,
2019-10-11 07:20:00,-11.5,,,
2019-10-11 07:30:00,-12.0,,,
2019-10-11 07:40:00,-11.5,,,
2019-10-11 07:50:00,-15.0,,,
2019-10-11 08:00:00,-11.0,,,
