Timestamp,A TEMP_Status,A TEMP_Trend Flags,A TEMP_Value (°„F),B TEMP_Status,B TEMP_Trend Flags,B TEMP_Value (°„F),C TEMP_Status,C TEMP_Trend Flags,C TEMP_Value (°„F),DEFROST_Status,DEFROST_Trend Flags,DEFROST_Value,DISCHRG_PSIG_Status,DISCHRG_PSIG_Trend Flags,DISCHRG_PSIG_Value (psi),SUCTION_PSIG_Status,SUCTION_PSIG_Trend Flags,SUCTION_PSIG_Value (psi),refrigeration_Status,refrigeration_Trend Flags,refrigeration_Value
2019-10-09 09:10:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 09:20:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 09:30:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 09:40:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 09:50:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 10:00:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 10:10:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 10:20:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 10:30:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 10:40:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 10:50:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 11:00:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 11:10:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 11:20:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 11:30:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 11:40:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 11:50:00,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,"{fault,down,stale}",{ },-40.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 12:00:00,"{fault,alarm,unackedAlarm}",{ },-39.5,{ok},{ },-17.0,"{fault,alarm,unackedAlarm}",{ },88.0,,,,"{fault,down,stale}",{ },-100.0,"{fault,down,stale}",{ },-25.0,,,
2019-10-09 12:10:00,"{fault,alarm,unackedAlarm}",{ },-39.5,{ok},{ },-17.0,"{fault,alarm,unackedAlarm}",{ },88.0,,,,{ok},{ },217.9,{ok},{ },10.5,,,
2019-10-09 12:16:30,,,,,,,,,,{down},{start},OFF,,,,,,,,,
2019-10-09 12:16:35,,,,,,,,,,{ok},{ },OFF,,,,,,,,,
2019-10-09 12:20:00,"{fault,alarm,unackedAlarm}",{ },-39.5,{ok},{ },-16.5,"{fault,alarm,unackedAlarm}",{ },88.0,,,,{ok},{ },202.7,{ok},{ },14.1,,,
