Timestamp,A TEMP_Value (°„F),B TEMP_Value (°„F),C TEMP_Value (°„F),DISCHRG_PSIG_Value (psi),SUCTION_PSIG_Value (psi)
2019-10-14 04:30:00,-8.5,-14.0,-20.5,161.2,13.7
2019-10-14 04:40:00,-8.0,-5.0,-14.0,136.8,18.3
2019-10-14 04:50:00,-7.5,-14.0,-21.5,164.2,11.0
2019-10-14 05:00:00,-6.5,-11.5,-18.5,171.5,15.3
2019-10-14 05:10:00,-10.5,-16.0,-22.5,153.4,11.7
2019-10-14 05:20:00,-8.0,-12.5,-19.0,189.1,12.0
2019-10-14 05:30:00,-7.5,-7.0,-14.5,142.2,13.8
2019-10-14 05:40:00,-9.5,-15.5,-22.5,166.6,8.9
2019-10-14 05:50:00,-7.5,-12.0,-18.5,187.6,14.9
2019-10-14 06:00:00,-10.5,-16.0,-22.5,161.2,10.4
2019-10-14 06:10:00,-8.0,-14.0,-19.5,161.2,17.5
2019-10-14 06:20:00,-11.0,-16.5,-22.0,156.4,9.9
2019-10-14 06:30:00,-8.5,-12.5,-18.5,178.8,18.7
2019-10-14 06:40:00,-11.0,-15.0,-22.0,147.6,9.7
2019-10-14 06:50:00,-8.0,-12.5,-18.5,180.8,15.7
2019-10-14 07:00:00,-11.5,-17.0,-23.0,160.3,10.2
2019-10-14 07:10:00,-9.5,-13.5,-19.0,147.1,15.3
2019-10-14 07:20:00,-10.0,-8.0,-15.0,160.8,13.9
2019-10-14 07:30:00,-9.5,-14.0,-19.5,165.2,14.7
2019-10-14 07:40:00,-11.0,-15.5,-20.5,161.7,13.0
2019-10-14 07:50:00,-12.0,-17.0,-23.0,153.4,11.0
2019-10-14 08:00:00,-11.0,-15.0,-21.0,158.3,13.6
2019-10-14 08:10:00,8.5,23.0,21.5,152.9,13.6
2019-10-14 08:20:00,33.5,44.0,45.0,170.5,10.3
2019-10-14 08:30:00,45.5,57.5,51.5,147.6,11.7
2019-10-14 08:40:00,14.0,8.0,2.5,180.3,13.8
2019-10-14 08:50:00,-31.5,-8.0,-9.0,159.3,12.5
2019-10-14 09:00:00,-20.0,-6.0,-8.0,168.1,9.3
2019-10-14 09:10:00,-7.0,-9.5,-14.5,159.3,14.3
2019-10-14 09:20:00,-6.5,-11.5,-17.0,154.4,14.6
2019-10-14 09:30:00,-6.5,-11.0,-17.0,182.7,13.9
2019-10-14 09:40:00,-10.0,-14.5,-21.0,172.0,12.8
2019-10-14 09:50:00,-9.0,-12.0,-18.5,162.7,17.0
2019-10-14 10:00:00,-11.0,-13.0,-19.5,167.6,11.6
2019-10-14 10:10:00,-8.5,-14.0,-20.5,155.9,12.8
2019-10-14 10:20:00,-7.5,-8.5,-14.5,154.9,14.1
2019-10-14 10:30:00,-10.5,-14.5,-21.0,155.9,10.3
2019-10-14 10:40:00,-9.5,-15.0,-20.5,160.3,13.6
2019-10-14 10:50:00,-8.5,-13.5,-20.5,182.7,10.2
2019-10-14 11:00:00,-7.5,-11.0,-17.5,168.1,16.5
2019-10-14 11:10:00,-9.5,-8.5,-15.0,174.4,12.1
2019-10-14 11:20:00,-8.5,-12.0,-18.0,196.9,15.8
2019-10-14 11:30:00,-12.5,-15.0,-22.5,185.7,11.9
2019-10-14 11:40:00,-8.5,-13.0,-19.0,186.1,12.2
2019-10-14 11:50:00,-8.5,-5.5,-13.0,169.1,13.5
2019-10-14 12:00:00,-10.0,-15.0,-21.5,188.1,11.0
2019-10-14 12:10:00,-8.0,-14.0,-20.5,168.6,13.1
2019-10-14 12:20:00,-8.5,-6.0,-13.5,168.6,14.3
2019-10-14 12:30:00,-9.5,-13.5,-19.5,171.0,15.2
2019-10-14 12:40:00,-10.0,-14.5,-20.0,166.6,14.9
2019-10-14 12:50:00,-8.5,-9.0,-15.0,188.6,13.2
2019-10-14 13:00:00,-11.0,-9.0,-17.0,183.2,12.8
2019-10-14 13:10:00,-10.5,-16.0,-22.0,191.5,11.9
2019-10-14 13:20:00,-8.5,-13.0,-19.0,198.8,12.8
2019-10-14 13:30:00,-8.5,-6.5,-14.0,193.5,11.9
2019-10-14 13:40:00,-10.0,-6.5,-14.5,187.1,13.3
2019-10-14 13:50:00,-9.0,-13.5,-20.0,203.7,13.6
2019-10-14 14:00:00,-8.5,-5.5,-13.5,202.7,13.9
2019-10-14 14:10:00,14.0,25.0,22.5,203.7,11.0
2019-10-14 14:20:00,36.0,45.5,46.0,189.6,15.0
2019-10-14 14:30:00,48.0,59.5,51.0,194.0,10.4
2019-10-14 14:40:00,10.0,13.0,2.5,205.7,12.8
2019-10-14 14:50:00,-39.5,-3.5,-6.0,204.7,14.7
2019-10-14 15:00:00,-39.5,-6.0,-11.5,225.7,12.7
2019-10-14 15:10:00,-6.0,-9.0,-15.0,209.6,11.7
2019-10-14 15:20:00,-6.0,-8.5,-15.5,229.6,12.5
2019-10-14 15:30:00,-8.5,-13.0,-20.0,215.4,8.9
2019-10-14 15:40:00,-7.5,-11.0,-18.0,204.2,14.7
2019-10-14 15:50:00,-7.0,-11.0,-18.5,213.5,12.8
2019-10-14 16:00:00,-9.5,-13.5,-20.5,189.1,17.9
2019-10-14 16:10:00,-8.5,-12.0,-20.0,197.4,10.5
2019-10-14 16:20:00,-8.5,-5.5,-14.5,201.8,9.9
2019-10-14 16:30:00,-6.5,-12.5,-20.0,201.3,12.8
2019-10-14 16:40:00,-10.5,-13.0,-21.0,195.4,16.5
2019-10-14 16:50:00,-6.5,-10.0,-17.0,213.0,18.1
2019-10-14 17:00:00,-9.5,-14.5,-22.0,209.6,11.9
2019-10-14 17:10:00,-8.5,-12.0,-19.5,198.4,14.3
2019-10-14 17:20:00,-7.0,-12.0,-18.5,205.2,15.7
2019-10-14 17:30:00,-9.5,-13.5,-21.0,215.4,11.3
2019-10-14 17:40:00,-7.5,-11.5,-18.5,199.3,13.1
2019-10-14 17:50:00,-7.5,-12.5,-18.5,204.7,14.6
2019-10-14 18:00:00,-11.0,-15.5,-22.0,194.0,10.2
2019-10-14 18:10:00,-10.0,-13.0,-20.0,198.8,13.1
2019-10-14 18:20:00,-11.5,-16.5,-23.0,199.3,9.9
2019-10-14 18:30:00,-9.5,-14.0,-20.5,198.4,13.2
2019-10-14 18:40:00,-9.0,-12.5,-19.5,187.1,11.7
2019-10-14 18:50:00,-8.5,-8.0,-15.0,191.5,13.7
2019-10-14 19:00:00,-8.5,-13.0,-19.5,200.3,13.8
2019-10-14 19:10:00,-11.5,-14.5,-21.0,189.1,8.8
2019-10-14 19:20:00,-8.0,-11.5,-17.5,203.2,17.4
2019-10-14 19:30:00,-11.0,-16.0,-23.0,204.2,11.4
2019-10-14 19:40:00,-9.5,-14.0,-20.5,195.4,13.2
2019-10-14 19:50:00,-8.5,-11.5,-18.5,187.6,11.1
2019-10-14 20:00:00,-10.0,-8.0,-16.0,193.5,10.8
2019-10-14 20:10:00,16.0,27.0,24.0,186.1,11.5
2019-10-14 20:20:00,37.5,48.0,47.5,191.0,12.1
2019-10-14 20:30:00,49.0,62.0,47.0,197.4,12.8
2019-10-14 20:40:00,15.5,13.5,2.0,197.9,16.3
2019-10-14 20:50:00,-39.5,-3.5,-6.5,209.1,11.9
2019-10-14 21:00:00,-8.0,-7.0,-12.5,190.5,12.8
2019-10-14 21:10:00,-15.5,-9.0,-15.5,182.2,11.4
2019-10-14 21:20:00,-9.5,-13.0,-19.5,161.7,12.7
2019-10-14 21:30:00,-7.0,-9.0,-15.0,192.0,16.4
2019-10-14 21:40:00,-9.5,-14.5,-21.5,185.2,10.9
2019-10-14 21:50:00,-5.0,-10.5,-18.0,191.0,14.1
2019-10-14 22:00:00,-10.0,-14.5,-22.0,174.9,11.9
2019-10-14 22:10:00,-8.0,-12.0,-19.0,168.6,14.8
2019-10-14 22:20:00,-9.0,-13.5,-20.5,168.6,13.2
2019-10-14 22:30:00,-8.0,-9.0,-16.5,166.1,11.1
2019-10-14 22:40:00,-9.0,-6.5,-15.5,157.3,14.9
2019-10-14 22:50:00,-9.0,-13.0,-20.5,188.6,12.5
2019-10-14 23:00:00,-9.5,-5.5,-15.0,167.6,14.6
2019-10-14 23:10:00,-8.5,-13.5,-20.0,172.0,14.6
2019-10-14 23:20:00,-9.0,-13.5,-20.0,184.7,13.7
2019-10-14 23:30:00,-11.0,-8.5,-17.5,174.4,12.4
2019-10-14 23:40:00,-10.5,-16.0,-22.5,183.2,10.9
2019-10-14 23:50:00,-8.5,-13.0,-19.5,169.1,15.4
2019-10-15 00:00:00,-11.5,-12.5,-20.0,173.9,11.7
2019-10-15 00:10:00,-11.0,-14.0,-19.0,161.2,13.5
2019-10-15 00:20:00,-9.5,-13.5,-20.0,162.2,14.8
2019-10-15 00:30:00,-9.5,-7.0,-14.5,161.7,12.4
2019-10-15 00:40:00,-10.5,-15.5,-21.0,157.3,13.6
2019-10-15 00:50:00,-9.5,-13.0,-19.0,161.7,14.6
2019-10-15 01:00:00,-10.5,-6.5,-14.5,146.6,10.8
2019-10-15 01:10:00,-11.0,-14.5,-19.5,154.9,15.7
2019-10-15 01:20:00,-10.5,-14.0,-21.0,180.8,9.6
2019-10-15 01:30:00,-8.5,-12.0,-18.5,149.5,15.2
2019-10-15 01:40:00,-11.5,-16.5,-22.0,156.9,11.1
2019-10-15 01:50:00,-13.0,-17.0,-23.5,144.6,10.6
2019-10-15 02:00:00,-8.5,-13.5,-20.5,171.5,13.1
2019-10-15 02:10:00,9.0,22.5,21.0,161.7,9.1
2019-10-15 02:20:00,34.5,45.0,46.0,153.4,14.1
2019-10-15 02:30:00,47.5,60.0,51.0,152.5,12.1
2019-10-15 02:40:00,13.5,12.0,4.5,194.0,12.5
2019-10-15 02:50:00,-22.5,-6.0,-9.5,147.6,11.1
2019-10-15 03:00:00,-21.5,-6.0,-11.0,169.5,13.8
2019-10-15 03:10:00,-10.0,-13.0,-19.0,141.7,10.2
2019-10-15 03:20:00,-7.5,-8.5,-15.5,180.3,17.1
2019-10-15 03:30:00,-10.0,-14.5,-22.0,158.3,8.5
2019-10-15 03:40:00,-6.5,-9.5,-16.0,188.1,16.9
2019-10-15 03:50:00,-11.0,-9.5,-18.5,142.2,10.0
2019-10-15 04:00:00,-9.0,-11.5,-19.0,164.7,14.1
2019-10-15 04:10:00,-8.5,-7.0,-15.0,149.0,14.4
2019-10-15 04:20:00,-8.0,-8.0,-15.0,188.1,15.0
2019-10-15 04:30:00,-10.5,-13.5,-20.5,155.4,13.1
2019-10-15 04:40:00,-8.0,-11.5,-19.0,184.7,14.4
2019-10-15 04:50:00,-10.5,-14.0,-21.5,170.0,14.1
2019-10-15 05:00:00,-7.0,-12.5,-19.0,154.9,12.7
2019-10-15 05:10:00,-10.5,-9.5,-17.0,153.9,18.6
2019-10-15 05:20:00,-10.0,-13.5,-19.0,167.6,11.6
2019-10-15 05:30:00,-12.0,-15.0,-22.0,156.9,15.2
2019-10-15 05:40:00,-6.5,-9.5,-15.0,158.3,18.1
2019-10-15 05:50:00,-12.5,-17.0,-23.5,147.1,9.1
2019-10-15 06:00:00,-6.5,-11.5,-18.0,175.9,15.5
2019-10-15 06:10:00,-12.0,-9.0,-17.0,147.1,8.9
2019-10-15 06:20:00,-9.5,-12.0,-18.5,172.0,15.3
2019-10-15 06:30:00,-11.5,-6.0,-14.0,142.7,12.8
2019-10-15 06:40:00,-8.5,-12.0,-18.5,177.4,16.0
2019-10-15 06:50:00,-13.0,-13.0,-20.0,152.5,11.3
2019-10-15 07:00:00,-8.5,-12.0,-19.0,177.8,15.0
2019-10-15 07:10:00,-11.5,-6.0,-14.5,140.7,14.8
2019-10-15 07:20:00,-10.0,-13.5,-20.5,170.5,8.9
2019-10-15 07:30:00,-7.5,-11.5,-17.5,177.8,13.3
2019-10-15 07:40:00,-12.0,-8.5,-16.5,147.1,10.9
2019-10-15 07:50:00,-10.0,-12.5,-19.0,176.4,14.4
2019-10-15 08:00:00,-11.5,-6.5,-14.5,145.1,17.0
2019-10-15 08:10:00,14.0,27.0,25.0,186.6,14.3
2019-10-15 08:20:00,36.0,47.0,47.0,144.2,8.1
2019-10-15 08:30:00,48.0,62.5,49.5,166.6,14.2
2019-10-15 08:40:00,16.5,14.5,0.5,154.9,12.0
2019-10-15 08:50:00,-39.5,-4.5,-8.0,156.9,14.3
2019-10-15 09:00:00,-18.0,-8.0,-13.0,160.8,12.7
2019-10-15 09:10:00,-17.5,-8.5,-15.0,158.8,9.6
2019-10-15 09:20:00,-10.0,-12.5,-19.0,150.5,12.8
2019-10-15 09:30:00,-9.5,-12.5,-20.5,185.2,8.9
2019-10-15 09:40:00,-2.0,-8.5,-15.0,158.3,16.8
2019-10-15 09:50:00,-7.0,-14.0,-21.0,172.5,13.5
2019-10-15 10:00:00,-5.5,-13.0,-20.5,171.0,15.5
2019-10-15 10:10:00,-9.0,-16.5,-24.0,158.8,8.3
2019-10-15 10:20:00,-5.0,-13.0,-19.0,156.4,15.8
2019-10-15 10:30:00,-6.5,-14.0,-20.0,172.0,17.2
2019-10-15 10:40:00,-6.0,-13.5,-21.0,190.5,11.7
2019-10-15 10:50:00,-7.0,-13.5,-21.5,211.5,10.5
2019-10-15 11:00:00,-6.5,-13.5,-21.5,221.3,12.4
2019-10-15 11:10:00,-7.5,-14.5,-21.5,213.5,12.2
2019-10-15 11:20:00,-2.5,-11.5,-19.0,229.1,14.3
2019-10-15 11:30:00,-7.5,-16.0,-22.5,202.7,11.4
2019-10-15 11:40:00,-1.0,-11.5,-18.5,211.5,12.7
2019-10-15 11:50:00,-7.0,-13.5,-21.0,226.2,10.5
2019-10-15 12:00:00,-6.5,-13.5,-21.0,225.7,10.2
2019-10-15 12:10:00,-4.5,-10.5,-18.0,209.1,13.3
2019-10-15 12:20:00,-5.0,-12.0,-19.0,214.5,14.7
2019-10-15 12:30:00,-6.5,-14.5,-21.5,206.2,12.4
2019-10-15 12:40:00,-7.0,-14.5,-21.0,209.6,12.1
2019-10-15 12:50:00,-5.5,-13.5,-20.0,212.5,14.7
2019-10-15 13:00:00,-6.0,-13.0,-19.5,214.0,14.2
2019-10-15 13:10:00,-7.5,-15.0,-21.0,210.1,12.1
2019-10-15 13:20:00,-6.0,-11.5,-18.0,230.6,14.4
2019-10-15 13:30:00,-9.0,-17.0,-23.5,225.7,8.7
2019-10-15 13:40:00,-8.5,-14.5,-22.0,212.0,12.1
2019-10-15 13:50:00,-6.0,-11.5,-19.5,192.5,14.4
2019-10-15 14:00:00,-7.0,-13.5,-21.0,209.1,11.7
2019-10-15 14:10:00,17.0,24.0,21.0,189.1,11.1
2019-10-15 14:20:00,39.5,46.0,44.5,191.5,14.3
2019-10-15 14:30:00,51.5,58.5,54.5,192.0,13.0
2019-10-15 14:40:00,8.0,9.0,4.0,237.9,14.2
2019-10-15 14:50:00,-39.5,-4.0,-6.5,213.0,13.0
2019-10-15 15:00:00,-39.5,-6.0,-10.5,224.2,16.0
2019-10-15 15:10:00,-2.0,-9.5,-15.0,218.4,13.7
2019-10-15 15:20:00,-6.0,-10.5,-17.0,212.0,13.1
2019-10-15 15:30:00,-4.5,-10.5,-18.0,240.3,12.0
2019-10-15 15:40:00,-7.0,-13.5,-20.0,209.6,13.2
2019-10-15 15:50:00,-6.5,-11.5,-18.0,215.9,15.9
2019-10-15 16:00:00,-6.0,-13.0,-20.0,213.0,13.7
2019-10-15 16:10:00,-6.5,-11.5,-18.0,188.1,14.8
2019-10-15 16:20:00,-5.5,-12.0,-19.0,208.6,13.8
2019-10-15 16:30:00,-9.5,-16.0,-22.0,196.9,14.2
2019-10-15 16:40:00,-9.0,-15.5,-22.0,199.3,10.0
2019-10-15 16:50:00,-3.5,-11.5,-18.5,236.4,13.6
2019-10-15 17:00:00,-8.5,-16.0,-22.5,214.0,10.3
2019-10-15 17:10:00,-5.5,-12.0,-18.5,215.4,14.7
2019-10-15 17:20:00,-6.5,-12.0,-18.5,239.4,13.3
2019-10-15 17:30:00,-8.5,-14.5,-21.5,229.6,11.9
2019-10-15 17:40:00,-3.5,-12.5,-19.0,192.0,16.3
2019-10-15 17:50:00,-7.0,-14.5,-21.0,209.1,9.9
2019-10-15 18:00:00,-3.5,-12.5,-18.5,186.6,15.2
2019-10-15 18:10:00,-9.5,-13.5,-20.5,181.8,11.0
2019-10-15 18:20:00,-7.5,-13.5,-19.0,178.8,17.2
2019-10-15 18:30:00,-10.5,-18.0,-24.0,180.8,8.8
2019-10-15 18:40:00,-7.5,-15.0,-21.5,177.4,8.9
2019-10-15 18:50:00,-6.0,-12.5,-19.0,185.7,13.7
2019-10-15 19:00:00,-9.0,-11.0,-18.0,173.0,14.9
2019-10-15 19:10:00,-8.5,-15.5,-21.0,176.9,14.2
2019-10-15 19:20:00,-7.5,-14.0,-20.5,180.3,15.7
2019-10-15 19:30:00,-9.0,-15.5,-21.0,181.3,11.9
2019-10-15 19:40:00,-8.0,-14.0,-20.5,178.3,11.7
2019-10-15 19:50:00,-6.5,-12.5,-19.0,188.1,12.1
2019-10-15 20:00:00,-7.5,-7.0,-15.5,180.8,11.6
2019-10-15 20:10:00,20.0,26.5,24.0,173.9,15.9
2019-10-15 20:20:00,39.5,46.5,47.0,183.2,13.7
2019-10-15 20:30:00,52.0,60.0,49.0,171.5,13.6
2019-10-15 20:40:00,10.5,9.5,2.0,196.9,12.7
2019-10-15 20:50:00,-39.5,-5.5,-8.5,194.9,8.7
2019-10-15 21:00:00,-39.5,-8.0,-12.0,173.0,13.7
2019-10-15 21:10:00,-2.5,-7.0,-13.0,168.6,14.9
2019-10-15 21:20:00,-5.5,-11.5,-17.5,165.6,16.0
2019-10-15 21:30:00,-6.0,-13.0,-18.5,167.6,15.3
2019-10-15 21:40:00,-5.5,-13.0,-19.0,166.6,16.9
2019-10-15 21:50:00,-6.5,-13.0,-20.0,195.9,9.8
2019-10-15 22:00:00,-8.5,-11.0,-20.0,172.5,12.4
2019-10-15 22:10:00,-6.5,-13.5,-20.0,170.0,12.4
2019-10-15 22:20:00,-5.0,-8.5,-15.0,162.7,18.3
2019-10-15 22:30:00,-5.5,-12.5,-19.0,177.8,15.9
2019-10-15 22:40:00,-9.5,-15.0,-23.0,176.4,11.5
2019-10-15 22:50:00,-7.5,-13.5,-20.5,196.9,12.8
2019-10-15 23:00:00,-7.5,-10.0,-18.0,188.1,11.0
2019-10-15 23:10:00,-7.0,-14.0,-20.0,177.8,15.4
2019-10-15 23:20:00,-7.5,-14.5,-21.0,201.8,15.2
2019-10-15 23:30:00,-9.0,-15.5,-21.5,176.4,12.8
2019-10-15 23:40:00,-6.5,-13.5,-19.5,186.1,12.1
2019-10-15 23:50:00,-6.0,-9.0,-15.5,176.4,16.1
2019-10-16 00:00:00,-10.0,-17.0,-22.5,177.4,12.7
2019-10-16 00:10:00,-9.0,-15.5,-21.5,160.8,11.3
2019-10-16 00:20:00,-5.5,-13.0,-19.0,170.0,15.3
2019-10-16 00:30:00,-7.0,-14.5,-20.5,170.5,13.3
2019-10-16 00:40:00,-6.5,-9.0,-15.0,152.0,13.6
2019-10-16 00:50:00,-8.5,-15.0,-20.5,163.2,15.5
2019-10-16 01:00:00,-7.5,-7.0,-15.0,143.7,20.5
2019-10-16 01:10:00,-8.5,-14.5,-20.5,176.9,13.3
2019-10-16 01:20:00,-8.5,-15.5,-20.5,170.5,13.2
2019-10-16 01:30:00,-8.0,-14.0,-19.5,164.7,15.2
2019-10-16 01:40:00,-11.0,-15.0,-21.0,162.7,9.2
2019-10-16 01:50:00,-7.5,-14.5,-20.0,150.5,15.2
2019-10-16 02:00:00,-10.5,-14.0,-20.0,161.7,9.8
2019-10-16 02:10:00,18.5,26.0,24.0,159.3,14.2
2019-10-16 02:20:00,39.5,46.5,47.0,159.3,13.6
2019-10-16 02:30:00,53.0,61.5,48.0,155.9,15.3
2019-10-16 02:40:00,-39.5,9.5,2.5,185.2,9.6
2019-10-16 02:50:00,-39.5,-3.5,-6.5,164.7,13.7
2019-10-16 03:00:00,-3.0,-4.5,-8.5,151.5,16.4
2019-10-16 03:10:00,-10.5,-13.0,-19.0,154.9,13.0
2019-10-16 03:20:00,-7.0,-11.5,-18.5,162.2,14.8
2019-10-16 03:30:00,-6.0,-12.0,-18.5,163.7,16.3
2019-10-16 03:40:00,-8.0,-15.5,-22.0,148.6,12.2
2019-10-16 03:50:00,-7.0,-13.5,-20.5,163.7,12.6
2019-10-16 04:00:00,-6.5,-5.5,-14.0,153.9,12.8
2019-10-16 04:10:00,-7.5,-14.0,-19.5,152.5,12.7
2019-10-16 04:20:00,-7.0,-12.5,-18.5,173.0,14.9
2019-10-16 04:30:00,-6.5,-10.0,-17.5,175.4,13.7
2019-10-16 04:40:00,-8.5,-13.0,-20.5,162.2,11.1
2019-10-16 04:50:00,-3.5,-12.5,-19.0,179.3,11.1
2019-10-16 05:00:00,-6.0,-6.5,-15.0,165.6,10.2
2019-10-16 05:10:00,-7.0,-7.0,-15.0,158.8,12.2
2019-10-16 05:20:00,-6.5,-11.5,-16.5,164.2,15.5
2019-10-16 05:30:00,-8.0,-15.0,-21.0,164.7,13.7
2019-10-16 05:40:00,-6.5,-13.5,-19.5,155.4,15.0
2019-10-16 05:50:00,-7.0,-14.0,-19.5,165.6,14.9
2019-10-16 06:00:00,-9.5,-15.5,-20.5,160.3,13.2
2019-10-16 06:10:00,-8.5,-14.0,-19.0,155.9,13.5
2019-10-16 06:20:00,-8.5,-14.0,-19.5,157.3,15.4
2019-10-16 06:30:00,-9.0,-8.5,-15.0,154.9,14.6
2019-10-16 06:40:00,-6.5,-14.0,-18.5,157.8,14.7
2019-10-16 06:50:00,-8.5,-8.5,-15.5,164.7,10.3
2019-10-16 07:00:00,-8.5,-15.0,-20.0,163.7,14.4
2019-10-16 07:10:00,-8.0,-13.0,-18.5,165.6,14.9
2019-10-16 07:20:00,-9.5,-10.5,-16.5,172.5,12.5
2019-10-16 07:30:00,-6.5,-14.5,-20.0,167.6,14.8
2019-10-16 07:40:00,-8.5,-8.5,-15.5,154.9,9.2
2019-10-16 07:50:00,-7.0,-13.5,-19.5,166.6,14.7
2019-10-16 08:00:00,-11.0,-15.5,-21.5,161.7,11.9
2019-10-16 08:10:00,18.0,25.0,23.0,152.0,15.2
2019-10-16 08:20:00,38.5,45.5,46.0,155.4,12.1
2019-10-16 08:30:00,51.5,59.5,51.5,155.4,13.7
2019-10-16 08:40:00,15.0,8.0,2.5,193.0,14.3
2019-10-16 08:50:00,-15.5,-4.5,-7.0,199.3,12.8
2019-10-16 09:00:00,-1.5,-7.0,-12.0,202.7,14.1
2019-10-16 09:10:00,-2.5,-10.0,-15.5,194.4,12.4
2019-10-16 09:20:00,-5.0,-12.0,-18.0,196.9,12.2
2019-10-16 09:30:00,-3.0,-10.5,-16.5,198.4,15.5
2019-10-16 09:40:00,-3.5,-11.5,-18.0,206.2,14.3
2019-10-16 09:50:00,-7.0,-13.5,-20.0,200.3,12.0
2019-10-16 10:00:00,-6.0,-12.5,-19.0,205.2,13.1
2019-10-16 10:10:00,-9.5,-15.5,-22.5,185.2,11.6
2019-10-16 10:20:00,-7.5,-13.5,-21.0,198.8,12.7
2019-10-16 10:30:00,-7.5,-14.5,-21.5,195.4,9.1
2019-10-16 10:40:00,-5.5,-12.5,-19.5,196.9,12.4
2019-10-16 10:50:00,-3.0,-11.5,-18.5,231.6,12.8
2019-10-16 11:00:00,-8.0,-14.5,-21.0,210.1,12.6
2019-10-16 11:10:00,-7.5,-14.5,-21.0,210.6,12.0
2019-10-16 11:20:00,-5.5,-11.5,-18.0,236.9,14.8
2019-10-16 11:30:00,-7.0,-13.0,-20.5,235.5,12.6
2019-10-16 11:40:00,-5.0,-10.0,-17.0,222.3,14.7
2019-10-16 11:50:00,-5.0,-12.0,-18.5,219.3,15.7
2019-10-16 12:00:00,-7.0,-13.5,-20.0,213.0,13.6
2019-10-16 12:10:00,-5.5,-12.0,-18.5,223.3,15.3
2019-10-16 12:20:00,-9.0,-15.0,-21.5,209.6,11.6
2019-10-16 12:30:00,-7.0,-13.0,-19.5,217.9,13.6
2019-10-16 12:40:00,-7.0,-13.0,-19.0,223.3,13.8
2019-10-16 12:50:00,-7.0,-7.0,-15.5,216.9,11.6
2019-10-16 13:00:00,-7.0,-13.5,-20.0,222.8,13.6
2019-10-16 13:10:00,-7.5,-13.5,-20.5,220.8,13.5
2019-10-16 13:20:00,-7.5,-13.0,-19.5,243.8,13.2
2019-10-16 13:30:00,-9.0,-11.5,-19.0,229.6,13.6
2019-10-16 13:40:00,-5.0,-12.0,-18.5,231.1,15.0
2019-10-16 13:50:00,-10.0,-17.0,-23.5,205.7,15.2
2019-10-16 14:00:00,-5.5,-12.5,-19.0,208.1,13.7
2019-10-16 14:10:00,17.5,23.0,21.0,205.2,11.7
2019-10-16 14:20:00,38.0,44.0,44.0,208.1,13.8
